a : -3.4700, 0 -> 6
b : -7.4840, 0 -> 7
c : -6.9496, 0 -> 4
d : -6.4391, 0 -> 5
a : 1.5375, 1 -> 5
b : -1.9727, 1 -> 1
c : 6.5770, 1 -> 6
d : -4.6159, 1 -> 5
a : 5.1137, 2 -> 4
b : -0.5244, 2 -> 3
c : 1.8576, 2 -> 2
d : 5.3987, 2 -> 2
a : -2.6601, 3 -> 5
b : 8.0552, 3 -> 0
c : 3.2663, 3 -> 3
d : -5.5674, 3 -> 6
a : -0.2299, 4 -> 4
b : -3.0243, 4 -> 6
c : -2.8152, 4 -> 5
d : 2.4710, 4 -> 2
a : -6.9498, 5 -> 3
b : -3.0816, 5 -> 5
c : 1.2787, 5 -> 5
d : -5.3324, 5 -> 6
a : -1.0610, 6 -> 3
b : -2.5164, 6 -> 0
c : 8.3051, 6 -> 4
d : 9.7512, 6 -> 2
a : -3.7866, 7 -> 2
b : 0.9144, 7 -> 6
c : -8.0047, 7 -> 1
d : -7.8691, 7 -> 6
b : -2.2754, 0 -> 4
a : -1.1419, 0 -> 1
a : 0.1651, 1 -> 6
d : 0.1322, 1 -> 5
b : -5.4779, 2 -> 1
b : 2.3209, 2 -> 6
d : 4.5593, 3 -> 4
c : -2.0706, 3 -> 3
b : -9.4176, 4 -> 4
a : -9.6538, 4 -> 5
b : 4.4674, 5 -> 3
c : 7.2549, 5 -> 4
b : -5.7136, 6 -> 1
b : 4.6485, 6 -> 0
a : 0.4726, 7 -> 5
b : -0.1688, 7 -> 3
