a : -8.0720, 0 -> 6
b : 6.1049, 0 -> 6
c : -4.7702, 0 -> 6
d : 0.3300, 0 -> 5
a : -5.2692, 1 -> 3
b : -4.0402, 1 -> 0
c : -6.2031, 1 -> 2
d : 4.5176, 1 -> 5
a : 4.0873, 2 -> 7
b : -0.5055, 2 -> 1
c : 5.5273, 2 -> 6
d : 0.3737, 2 -> 0
a : 5.9014, 3 -> 4
b : -1.4199, 3 -> 1
c : -3.5601, 3 -> 4
d : -4.8724, 3 -> 1
a : 6.1951, 4 -> 1
b : 2.0583, 4 -> 3
c : 2.5291, 4 -> 0
d : -5.4869, 4 -> 7
a : 9.6359, 5 -> 1
b : -7.5318, 5 -> 6
c : 3.4403, 5 -> 6
d : 8.4257, 5 -> 7
a : 8.3392, 6 -> 7
b : 2.8893, 6 -> 7
c : -0.5755, 6 -> 2
d : -6.1797, 6 -> 4
a : 1.0510, 7 -> 4
b : 1.7131, 7 -> 4
c : -0.8979, 7 -> 0
d : 0.8355, 7 -> 2
a : 8.3822, 0 -> 0
b : 3.5702, 0 -> 1
a : 6.7265, 1 -> 3
a : 1.2818, 1 -> 7
a : 3.2252, 2 -> 6
b : 7.9226, 2 -> 2
a : 3.0803, 3 -> 1
a : -6.3925, 3 -> 7
b : 6.6215, 4 -> 2
a : 9.7709, 4 -> 0
d : 5.9517, 5 -> 4
b : -6.7261, 5 -> 0
a : -0.9295, 6 -> 5
c : -0.5294, 6 -> 5
b : -7.2307, 7 -> 5
d : -3.5656, 7 -> 7
