a : 6.7038, 0 -> 4
b : 4.0503, 0 -> 5
c : -4.2198, 0 -> 3
d : 6.5958, 0 -> 2
a : -8.7626, 1 -> 2
b : -9.9740, 1 -> 0
c : 6.0266, 1 -> 4
d : -0.4345, 1 -> 1
a : 6.0986, 2 -> 2
b : 0.2508, 2 -> 5
c : 5.4995, 2 -> 7
d : -4.0035, 2 -> 6
a : 0.0438, 3 -> 0
b : 0.1386, 3 -> 4
c : 2.2952, 3 -> 4
d : 8.7307, 3 -> 7
a : 8.1826, 4 -> 1
b : 7.4375, 4 -> 5
c : -7.9982, 4 -> 7
d : -0.8812, 4 -> 1
a : -1.8370, 5 -> 7
b : -3.7062, 5 -> 0
c : 7.2577, 5 -> 1
d : 3.1102, 5 -> 2
a : 3.5945, 6 -> 2
b : -6.2698, 6 -> 1
c : 7.9876, 6 -> 0
d : 0.6760, 6 -> 6
a : -6.2240, 7 -> 2
b : -3.3680, 7 -> 7
c : -2.5924, 7 -> 3
d : 9.4293, 7 -> 4
d : -3.0298, 0 -> 3
b : 3.2097, 0 -> 6
c : -2.8931, 1 -> 5
a : -0.3688, 1 -> 0
c : -0.4014, 2 -> 1
b : -5.8451, 2 -> 5
d : 6.8920, 3 -> 7
a : 2.7739, 3 -> 3
b : 7.8471, 4 -> 7
d : -6.3846, 4 -> 4
d : 5.3794, 5 -> 5
d : -8.8624, 5 -> 2
a : -8.8880, 6 -> 0
b : -7.5356, 6 -> 5
b : -6.2023, 7 -> 5
d : 3.0253, 7 -> 1
