a : 7.0208, 0 -> 5
b : 3.0564, 0 -> 2
c : -5.7996, 0 -> 5
d : -0.7133, 0 -> 6
a : -9.0169, 1 -> 5
b : -1.7581, 1 -> 1
c : -7.8289, 1 -> 3
d : 3.6706, 1 -> 3
a : -2.4382, 2 -> 7
b : 8.6540, 2 -> 4
c : 9.3587, 2 -> 6
d : -8.7918, 2 -> 6
a : -2.2403, 3 -> 1
b : 9.7389, 3 -> 7
c : -1.0782, 3 -> 3
d : -1.4104, 3 -> 2
a : 6.7343, 4 -> 6
b : 7.4729, 4 -> 4
c : 9.1300, 4 -> 7
d : 6.6687, 4 -> 7
a : -7.1335, 5 -> 1
b : -6.1853, 5 -> 5
c : 4.8057, 5 -> 2
d : 7.7621, 5 -> 2
a : 7.6110, 6 -> 4
b : -7.7711, 6 -> 4
c : -7.2110, 6 -> 2
d : 0.7253, 6 -> 6
a : -1.7477, 7 -> 1
b : -0.0244, 7 -> 4
c : -4.4219, 7 -> 0
d : 2.2549, 7 -> 5
a : 0.2533, 0 -> 3
d : -7.6792, 0 -> 0
d : 3.9400, 1 -> 7
c : 3.5639, 1 -> 6
b : -3.0493, 2 -> 3
a : 9.8615, 2 -> 4
a : 6.8093, 3 -> 7
c : -0.3688, 3 -> 6
a : 7.6012, 4 -> 5
d : 8.2126, 4 -> 0
b : -2.2176, 5 -> 4
a : -9.9266, 5 -> 2
c : -7.5713, 6 -> 3
c : -4.2027, 6 -> 7
b : 6.6108, 7 -> 6
c : 5.3195, 7 -> 1
