a : -6.1039, 0 -> 1
b : -6.5976, 0 -> 6
c : -5.0583, 0 -> 2
d : 5.3305, 0 -> 3
a : -7.6332, 1 -> 7
b : 7.1572, 1 -> 7
c : -4.3023, 1 -> 2
d : 5.8940, 1 -> 0
a : -9.0337, 2 -> 7
b : 7.6641, 2 -> 2
c : 7.5991, 2 -> 0
d : -3.0295, 2 -> 7
a : 5.5674, 3 -> 4
b : -8.6770, 3 -> 7
c : 3.2826, 3 -> 6
d : 9.8405, 3 -> 1
a : 0.2112, 4 -> 0
b : 2.9262, 4 -> 4
c : -4.9891, 4 -> 0
d : -4.8414, 4 -> 3
a : 8.6895, 5 -> 3
b : -1.1707, 5 -> 4
c : -7.3620, 5 -> 7
d : 3.9177, 5 -> 0
a : -1.4670, 6 -> 4
b : -5.0652, 6 -> 4
c : -3.9131, 6 -> 1
d : -2.7369, 6 -> 0
a : 0.3300, 7 -> 6
b : -6.1901, 7 -> 2
c : 1.2553, 7 -> 3
d : -6.5221, 7 -> 7
d : 4.9669, 0 -> 4
d : 9.5417, 0 -> 2
a : -3.9078, 1 -> 4
c : 0.9601, 1 -> 7
c : 3.9467, 2 -> 2
a : 3.7071, 2 -> 6
d : -2.2241, 3 -> 3
d : 8.9365, 3 -> 7
a : -3.2834, 4 -> 1
b : 1.4113, 4 -> 0
c : 7.8851, 5 -> 4
d : 5.8343, 5 -> 5
a : 5.7757, 6 -> 5
b : -2.5991, 6 -> 0
a : -4.4940, 7 -> 7
c : 7.9184, 7 -> 2
