a : 7.5333, 0 -> 5
b : 7.1974, 0 -> 5
c : 6.8195, 0 -> 5
d : -3.5838, 0 -> 5
a : -2.5460, 1 -> 2
b : -2.7029, 1 -> 1
c : -6.4788, 1 -> 2
d : -4.1928, 1 -> 4
a : -6.5877, 2 -> 3
b : -5.6454, 2 -> 3
c : -3.7220, 2 -> 5
d : -4.0536, 2 -> 7
a : 0.5934, 3 -> 7
b : -4.7675, 3 -> 2
c : -1.0009, 3 -> 7
d : -2.3247, 3 -> 5
a : -0.5324, 4 -> 3
b : -3.1811, 4 -> 5
c : -0.5487, 4 -> 5
d : 8.3351, 4 -> 1
a : 0.1234, 5 -> 6
b : -4.6997, 5 -> 2
c : 0.5556, 5 -> 7
d : -2.2352, 5 -> 1
a : -5.2512, 6 -> 5
b : 3.2253, 6 -> 2
c : -7.0321, 6 -> 3
d : 2.8249, 6 -> 6
a : -4.8604, 7 -> 6
b : 7.1877, 7 -> 5
c : 6.9933, 7 -> 4
d : 0.9496, 7 -> 4
b : 5.5321, 0 -> 5
d : -9.5853, 0 -> 0
c : 2.3593, 1 -> 5
a : -0.1661, 1 -> 3
d : -8.3055, 2 -> 6
b : 8.5173, 2 -> 4
c : -6.5406, 3 -> 3
c : 7.4945, 3 -> 7
a : -8.8865, 4 -> 0
c : 1.4426, 4 -> 7
d : 2.4636, 5 -> 7
a : -4.5886, 5 -> 4
a : 2.2108, 6 -> 0
c : -8.8627, 6 -> 5
b : 5.9170, 7 -> 6
d : 0.0202, 7 -> 6
