a : 0.0835, 0 -> 2
b : -2.7531, 0 -> 5
c : 4.2537, 0 -> 2
d : 1.8371, 0 -> 5
a : 0.5331, 1 -> 4
b : 7.2044, 1 -> 7
c : 7.5133, 1 -> 7
d : -7.0263, 1 -> 0
a : -5.7071, 2 -> 2
b : 8.8048, 2 -> 3
c : 3.6540, 2 -> 6
d : 0.0858, 2 -> 0
a : 1.3197, 3 -> 7
b : 9.3563, 3 -> 5
c : -0.8504, 3 -> 1
d : -1.2802, 3 -> 1
a : -9.2083, 4 -> 0
b : 7.9194, 4 -> 5
c : 9.6142, 4 -> 3
d : 5.8048, 4 -> 6
a : -9.1256, 5 -> 6
b : 0.2584, 5 -> 4
c : 4.7354, 5 -> 4
d : -0.1659, 5 -> 1
a : -9.8886, 6 -> 1
b : 7.6253, 6 -> 1
c : 7.8801, 6 -> 4
d : 6.6991, 6 -> 0
a : -0.3397, 7 -> 1
b : -8.3095, 7 -> 5
c : 4.9843, 7 -> 4
d : -3.2716, 7 -> 6
b : -6.0133, 0 -> 3
a : -2.7944, 0 -> 1
a : -0.4765, 1 -> 6
b : 5.2247, 1 -> 3
a : -3.9774, 2 -> 3
b : 2.2204, 2 -> 5
c : 5.4601, 3 -> 7
c : -3.4996, 3 -> 5
a : -7.0823, 4 -> 1
c : 0.2993, 4 -> 3
b : -1.1795, 5 -> 2
c : -6.4408, 5 -> 0
a : 6.8341, 6 -> 2
d : 3.6768, 6 -> 5
d : -5.7289, 7 -> 1
d : -0.2391, 7 -> 7
