a : 3.2345, 0 -> 1
b : 0.9035, 0 -> 6
c : -9.0003, 0 -> 7
d : 9.2091, 0 -> 4
a : 1.9113, 1 -> 1
b : 8.0724, 1 -> 0
c : -7.1354, 1 -> 2
d : -6.0257, 1 -> 3
a : -0.0127, 2 -> 7
b : -5.9129, 2 -> 0
c : -2.0441, 2 -> 7
d : 2.5305, 2 -> 0
a : 7.7090, 3 -> 7
b : -2.9231, 3 -> 1
c : -5.4465, 3 -> 4
d : -6.2990, 3 -> 1
a : 0.2062, 4 -> 0
b : 5.8898, 4 -> 3
c : 9.3640, 4 -> 5
d : 3.2612, 4 -> 5
a : -2.8526, 5 -> 2
b : -1.4822, 5 -> 4
c : 1.4220, 5 -> 2
d : 2.7301, 5 -> 6
a : -3.3165, 6 -> 3
b : -8.5697, 6 -> 0
c : 0.8082, 6 -> 4
d : 4.5693, 6 -> 2
a : -5.3693, 7 -> 4
b : -7.9802, 7 -> 4
c : 3.5340, 7 -> 2
d : 7.6768, 7 -> 0
d : 6.6634, 0 -> 5
c : 3.5149, 0 -> 0
b : -1.5194, 1 -> 4
a : -2.5274, 1 -> 6
b : -1.3278, 2 -> 1
c : -1.9500, 2 -> 0
c : -3.6911, 3 -> 7
a : 6.0241, 3 -> 2
c : 7.9380, 4 -> 4
c : 2.1730, 4 -> 6
a : 6.5555, 5 -> 4
a : -2.6464, 5 -> 5
d : 6.1921, 6 -> 2
d : 8.9161, 6 -> 6
b : 3.5410, 7 -> 2
a : 9.7225, 7 -> 7
