a : 0.5901, 0 -> 7
b : -8.9264, 0 -> 4
c : 1.4129, 0 -> 3
d : -5.1254, 0 -> 7
a : 3.5378, 1 -> 0
b : 2.7430, 1 -> 4
c : 2.9464, 1 -> 4
d : -0.6461, 1 -> 5
a : -3.3867, 2 -> 2
b : -4.5907, 2 -> 3
c : -3.6559, 2 -> 3
d : -3.1016, 2 -> 2
a : -2.3586, 3 -> 5
b : 1.0296, 3 -> 1
c : 1.5417, 3 -> 2
d : -9.4902, 3 -> 2
a : -9.3955, 4 -> 0
b : -7.4744, 4 -> 5
c : 2.1720, 4 -> 3
d : 0.1187, 4 -> 4
a : -9.2284, 5 -> 0
b : 3.6576, 5 -> 4
c : -4.0086, 5 -> 3
d : -9.7589, 5 -> 3
a : 8.2773, 6 -> 7
b : 0.3596, 6 -> 7
c : -5.8612, 6 -> 1
d : -5.6004, 6 -> 1
a : 1.7850, 7 -> 4
b : -5.5226, 7 -> 6
c : 4.3193, 7 -> 7
d : -1.8807, 7 -> 6
d : 2.9976, 0 -> 0
c : -4.3213, 0 -> 2
d : 6.3448, 1 -> 2
d : 4.8708, 1 -> 5
b : 2.4440, 2 -> 6
a : 1.8755, 2 -> 6
b : 8.6951, 3 -> 0
d : 0.5725, 3 -> 6
a : 0.7898, 4 -> 1
c : 8.4331, 4 -> 3
c : 8.4577, 5 -> 2
c : 7.5996, 5 -> 4
c : 1.5518, 6 -> 2
c : 2.3039, 6 -> 3
b : -1.9916, 7 -> 5
c : 0.1285, 7 -> 6
