a : -3.0646, 0 -> 4
b : 3.9142, 0 -> 7
c : -4.6682, 0 -> 2
d : -2.3981, 0 -> 0
a : -1.1197, 1 -> 7
b : 4.1501, 1 -> 6
c : 2.1712, 1 -> 5
d : 4.5959, 1 -> 2
a : -0.2454, 2 -> 4
b : 9.4673, 2 -> 4
c : 5.2612, 2 -> 4
d : 8.9061, 2 -> 7
a : 9.5930, 3 -> 3
b : 8.7737, 3 -> 1
c : -0.6847, 3 -> 4
d : -9.6438, 3 -> 2
a : 4.3595, 4 -> 4
b : -2.5801, 4 -> 5
c : -1.1012, 4 -> 5
d : 3.5937, 4 -> 5
a : -2.5219, 5 -> 0
b : 4.4383, 5 -> 4
c : 6.1204, 5 -> 6
d : -0.1095, 5 -> 6
a : 6.2120, 6 -> 6
b : 6.8109, 6 -> 4
c : 3.4271, 6 -> 5
d : 9.8092, 6 -> 3
a : -6.3632, 7 -> 3
b : 1.0624, 7 -> 5
c : 7.6800, 7 -> 5
d : -7.8841, 7 -> 2
c : 3.7628, 0 -> 5
b : -0.5820, 0 -> 1
d : -9.1889, 1 -> 0
b : -5.1542, 1 -> 4
d : -2.3342, 2 -> 4
b : 0.6113, 2 -> 6
c : 0.0686, 3 -> 1
a : -1.4036, 3 -> 0
b : -2.5133, 4 -> 7
d : 8.3472, 4 -> 2
a : -6.0171, 5 -> 0
d : 2.5931, 5 -> 6
c : 7.8768, 6 -> 6
c : 4.3242, 6 -> 0
b : 9.3045, 7 -> 2
c : 6.6093, 7 -> 6
