a : -2.0847, 0 -> 0
b : 9.6277, 0 -> 5
a : 5.9221, 1 -> 5
b : -4.9463, 1 -> 1
a : 6.6553, 2 -> 6
b : 7.7881, 2 -> 6
a : 5.2677, 3 -> 7
b : 8.7272, 3 -> 1
a : 0.0777, 4 -> 4
b : 2.8930, 4 -> 2
a : -5.2811, 5 -> 7
b : 2.1652, 5 -> 1
a : -4.0492, 6 -> 3
b : 3.8053, 6 -> 7
a : -6.8912, 7 -> 3
b : -1.3395, 7 -> 0
a : -9.9951, 0 -> 6
a : -6.3791, 1 -> 5
a : -5.3509, 2 -> 3
b : 7.9762, 3 -> 0
a : -9.4070, 4 -> 5
b : -9.8585, 5 -> 0
b : 5.1454, 6 -> 1
a : 5.9590, 7 -> 5
b : -7.5893, 6 -> 2
b : -8.0085, 7 -> 4
