a : -5.4824, 0 -> 0
b : -5.8818, 0 -> 3
c : 7.4695, 0 -> 3
d : -4.6438, 0 -> 4
a : 5.3711, 1 -> 1
b : -1.9239, 1 -> 7
c : -4.6255, 1 -> 2
d : -1.4148, 1 -> 4
a : 7.0811, 2 -> 1
b : 5.9844, 2 -> 4
c : -4.4800, 2 -> 0
d : -4.6085, 2 -> 6
a : 7.0044, 3 -> 2
b : -7.0186, 3 -> 6
c : 4.2339, 3 -> 6
d : -7.0530, 3 -> 2
a : 0.3516, 4 -> 1
b : 6.3247, 4 -> 1
c : 4.0647, 4 -> 1
d : 3.4202, 4 -> 3
a : 3.4887, 5 -> 1
b : 3.3453, 5 -> 2
c : -9.1353, 5 -> 7
d : -1.4214, 5 -> 0
a : -9.9525, 6 -> 4
b : 0.1574, 6 -> 7
c : -5.7539, 6 -> 5
d : 0.7219, 6 -> 1
a : 7.4209, 7 -> 0
b : -8.2055, 7 -> 3
c : -0.8651, 7 -> 2
d : 7.5924, 7 -> 6
b : -8.8840, 0 -> 3
c : 5.4586, 0 -> 0
d : -3.0470, 1 -> 0
d : 8.8270, 1 -> 2
a : 8.4958, 2 -> 7
c : 8.2001, 2 -> 0
a : -6.5426, 3 -> 5
b : -0.6471, 3 -> 3
c : 2.6097, 4 -> 3
d : -2.7286, 4 -> 7
c : 0.8128, 5 -> 4
d : 5.4629, 5 -> 7
d : 3.0631, 6 -> 7
b : 7.9689, 6 -> 4
c : -3.7664, 7 -> 4
c : 0.1683, 7 -> 1
