a : 5.3918, 0 -> 6
b : -0.8354, 0 -> 0
c : -6.5996, 0 -> 0
d : -5.4141, 0 -> 2
a : -5.0969, 1 -> 4
b : 5.2958, 1 -> 1
c : 4.6127, 1 -> 7
d : -0.7597, 1 -> 3
a : -6.8199, 2 -> 2
b : -8.3392, 2 -> 3
c : -2.2799, 2 -> 1
d : -0.2638, 2 -> 3
a : -2.0600, 3 -> 4
b : -5.1539, 3 -> 4
c : 9.7285, 3 -> 3
d : 2.0043, 3 -> 5
a : 7.4078, 4 -> 0
b : 0.3929, 4 -> 6
c : -5.4330, 4 -> 6
d : -3.6081, 4 -> 3
a : -5.3098, 5 -> 0
b : 9.7367, 5 -> 4
c : -8.6780, 5 -> 6
d : 8.1884, 5 -> 0
a : 3.1159, 6 -> 0
b : -4.9572, 6 -> 0
c : -2.6012, 6 -> 4
d : -4.5661, 6 -> 6
a : -1.0125, 7 -> 5
b : -8.9951, 7 -> 7
c : -6.5965, 7 -> 7
d : 1.8552, 7 -> 2
a : 1.6640, 0 -> 1
a : -8.2799, 0 -> 0
d : 3.0611, 1 -> 2
c : -1.4204, 1 -> 4
a : 4.4338, 2 -> 0
c : 5.0294, 2 -> 3
c : 0.2012, 3 -> 2
c : 6.5654, 3 -> 4
c : -3.8494, 4 -> 5
d : 3.6706, 4 -> 4
a : -9.5495, 5 -> 1
d : -2.1899, 5 -> 1
c : 2.6436, 6 -> 0
b : -3.4587, 6 -> 2
b : -7.1555, 7 -> 3
d : 4.0357, 7 -> 1
