a : 5.2748, 0 -> 5
b : -0.6859, 0 -> 2
c : 4.5201, 0 -> 5
d : 8.1644, 0 -> 7
a : -4.9784, 1 -> 0
b : 4.5751, 1 -> 7
c : -7.8902, 1 -> 2
d : 3.5115, 1 -> 6
a : 4.4739, 2 -> 2
b : 9.0852, 2 -> 1
c : 8.7139, 2 -> 0
d : -9.8810, 2 -> 2
a : -2.8461, 3 -> 1
b : -7.4647, 3 -> 3
c : 1.7482, 3 -> 7
d : 0.6027, 3 -> 1
a : 1.5449, 4 -> 7
b : 2.6762, 4 -> 5
c : 0.3934, 4 -> 5
d : -9.9772, 4 -> 0
a : -5.2230, 5 -> 5
b : 7.8745, 5 -> 7
c : -4.2421, 5 -> 5
d : 3.2322, 5 -> 2
a : 6.1437, 6 -> 4
b : -7.8401, 6 -> 3
c : 8.8924, 6 -> 5
d : -4.6727, 6 -> 6
a : 0.1976, 7 -> 5
b : -6.3265, 7 -> 2
c : 9.4213, 7 -> 5
d : -2.3292, 7 -> 1
a : -3.9869, 0 -> 1
c : 8.9433, 0 -> 6
d : -0.2732, 1 -> 3
c : -7.4658, 1 -> 2
c : -5.8417, 2 -> 7
a : -9.5437, 2 -> 3
a : -9.8365, 3 -> 2
c : -9.5043, 3 -> 0
b : 3.7596, 4 -> 1
c : 6.5765, 4 -> 7
d : -6.4988, 5 -> 7
a : 5.1051, 5 -> 3
d : -1.6406, 6 -> 7
b : 6.4600, 6 -> 4
a : 1.9925, 7 -> 1
c : -2.3032, 7 -> 5
