a : -0.4144, 0 -> 6
b : 6.2563, 0 -> 0
c : 1.8561, 0 -> 1
d : -3.1433, 0 -> 6
a : 0.0074, 1 -> 3
b : -3.9092, 1 -> 2
c : -7.0605, 1 -> 5
d : 1.0226, 1 -> 4
a : 5.6222, 2 -> 3
b : -0.2804, 2 -> 3
c : -8.9547, 2 -> 0
d : 6.0326, 2 -> 2
a : -0.2321, 3 -> 5
b : -9.5548, 3 -> 3
c : 4.1656, 3 -> 5
d : -1.3483, 3 -> 7
a : 7.8032, 4 -> 7
b : 7.5817, 4 -> 4
c : 5.3762, 4 -> 6
d : 2.5222, 4 -> 3
a : -9.0531, 5 -> 7
b : 5.5099, 5 -> 6
c : 1.9355, 5 -> 6
d : 7.9593, 5 -> 6
a : 1.3794, 6 -> 0
b : -9.3973, 6 -> 5
c : -9.7630, 6 -> 2
d : -8.8272, 6 -> 5
a : -1.9421, 7 -> 4
b : 1.5360, 7 -> 0
c : 7.4597, 7 -> 0
d : 6.9157, 7 -> 6
d : 7.7261, 0 -> 0
d : -6.0632, 0 -> 0
d : 6.0971, 1 -> 3
b : -1.5546, 1 -> 2
a : 2.2987, 2 -> 4
b : -2.3996, 2 -> 0
d : 8.0946, 3 -> 4
b : 5.9186, 3 -> 4
b : -0.0455, 4 -> 0
d : 7.2395, 4 -> 4
d : -0.2062, 5 -> 3
a : -7.6918, 5 -> 2
c : 1.1116, 6 -> 5
b : 9.4344, 6 -> 0
c : 5.7964, 7 -> 6
c : 6.1619, 7 -> 2
