a : -6.3476, 0 -> 2
b : 2.1047, 0 -> 5
c : 1.7612, 0 -> 0
d : 3.3276, 0 -> 1
a : -4.5785, 1 -> 4
b : -3.6471, 1 -> 6
c : 0.7887, 1 -> 6
d : -3.9887, 1 -> 2
a : -8.7725, 2 -> 2
b : -4.4395, 2 -> 6
c : 9.3149, 2 -> 2
d : 1.5038, 2 -> 3
a : 7.4950, 3 -> 4
b : -2.7086, 3 -> 4
c : 5.5341, 3 -> 5
d : -5.9382, 3 -> 4
a : -6.0458, 4 -> 0
b : 0.9021, 4 -> 1
c : -4.0411, 4 -> 2
d : -8.0230, 4 -> 4
a : -8.6089, 5 -> 1
b : -8.5312, 5 -> 4
c : -1.9216, 5 -> 5
d : -0.3216, 5 -> 2
a : 0.8565, 6 -> 4
b : -9.7391, 6 -> 5
c : -7.3278, 6 -> 4
d : -8.4010, 6 -> 5
a : 1.6382, 7 -> 1
b : 1.5592, 7 -> 6
c : 3.8941, 7 -> 0
d : -7.0703, 7 -> 0
b : -9.1312, 0 -> 0
b : 6.6565, 0 -> 4
d : 1.8385, 1 -> 6
a : 1.2106, 1 -> 7
b : -8.7088, 2 -> 4
a : -8.8010, 2 -> 2
a : 6.9981, 3 -> 5
d : 4.5412, 3 -> 6
c : -9.7203, 4 -> 6
c : -6.5565, 4 -> 4
d : 7.1733, 5 -> 6
b : -9.9004, 5 -> 1
b : -3.2997, 6 -> 6
d : -8.8341, 6 -> 0
a : 5.5577, 7 -> 4
b : 1.3170, 7 -> 5
