a : -1.6978, 0 -> 2
b : -0.0964, 0 -> 1
c : 0.7329, 0 -> 5
d : -1.5173, 0 -> 5
a : -2.6294, 1 -> 1
b : -6.7350, 1 -> 1
c : -4.0133, 1 -> 1
d : 1.1902, 1 -> 2
a : -5.5315, 2 -> 2
b : -2.1607, 2 -> 1
c : 4.3035, 2 -> 7
d : -5.9523, 2 -> 2
a : 0.8849, 3 -> 7
b : 1.1453, 3 -> 1
c : -0.5455, 3 -> 1
d : 1.1248, 3 -> 1
a : 4.6007, 4 -> 4
b : 0.5231, 4 -> 1
c : 7.7612, 4 -> 3
d : -8.8945, 4 -> 1
a : -6.9905, 5 -> 6
b : -6.8626, 5 -> 3
c : -1.7710, 5 -> 3
d : -4.7898, 5 -> 1
a : 5.3254, 6 -> 4
b : 5.3657, 6 -> 2
c : 5.4523, 6 -> 4
d : 0.8482, 6 -> 5
a : -4.4350, 7 -> 0
b : 8.9991, 7 -> 7
c : -3.9506, 7 -> 2
d : -1.2230, 7 -> 2
c : -7.8017, 0 -> 4
d : 1.7497, 0 -> 1
b : -1.5992, 1 -> 6
b : 1.2828, 1 -> 2
a : 9.8118, 2 -> 0
b : 9.9183, 2 -> 4
a : -8.4958, 3 -> 1
c : 8.9309, 3 -> 0
b : 3.2586, 4 -> 5
a : -0.7447, 4 -> 0
d : -9.4297, 5 -> 7
c : 4.6236, 5 -> 5
b : -6.3357, 6 -> 7
d : -6.3763, 6 -> 0
d : 4.4713, 7 -> 4
b : 7.2707, 7 -> 7
