a : 0.9749, 0 -> 5
b : -1.0998, 0 -> 5
c : 6.3746, 0 -> 7
d : 9.3735, 0 -> 1
a : -7.7573, 1 -> 1
b : -0.5255, 1 -> 4
c : 4.2105, 1 -> 4
d : 9.6004, 1 -> 5
a : 9.9386, 2 -> 2
b : -7.5210, 2 -> 4
c : -6.1462, 2 -> 5
d : 0.6070, 2 -> 1
a : 3.8214, 3 -> 6
b : 4.7386, 3 -> 1
c : -8.7040, 3 -> 0
d : -8.1163, 3 -> 5
a : 0.4041, 4 -> 0
b : 0.3396, 4 -> 1
c : 1.4537, 4 -> 5
d : -5.8795, 4 -> 3
a : 6.8307, 5 -> 6
b : 8.4157, 5 -> 0
c : 1.7640, 5 -> 0
d : 6.9173, 5 -> 5
a : -6.1465, 6 -> 5
b : 1.5354, 6 -> 6
c : -6.5469, 6 -> 5
d : 8.3512, 6 -> 1
a : -5.0006, 7 -> 7
b : 6.1960, 7 -> 1
c : 1.2883, 7 -> 4
d : 7.6186, 7 -> 1
b : -8.7336, 0 -> 1
b : 9.5606, 0 -> 2
d : 9.3356, 1 -> 6
d : -7.4930, 1 -> 7
b : -5.8264, 2 -> 0
d : -9.8048, 2 -> 7
d : -2.6154, 3 -> 5
d : -8.7778, 3 -> 1
c : -2.7996, 4 -> 7
b : 5.7787, 4 -> 5
c : -8.4897, 5 -> 6
d : 0.3011, 5 -> 6
d : 3.3201, 6 -> 4
c : 3.5561, 6 -> 6
a : -5.7078, 7 -> 3
a : -4.1272, 7 -> 6
