a : 2.7151, 0 -> 6
b : -4.9295, 0 -> 5
c : -2.4728, 0 -> 6
d : -5.4938, 0 -> 7
a : -5.2829, 1 -> 3
b : -4.9697, 1 -> 3
c : -8.1112, 1 -> 5
d : 5.2128, 1 -> 2
a : -0.2346, 2 -> 3
b : 7.8043, 2 -> 6
c : -9.6949, 2 -> 7
d : -9.4301, 2 -> 0
a : -0.0772, 3 -> 2
b : -7.6097, 3 -> 7
c : -1.8774, 3 -> 4
d : -8.4134, 3 -> 6
a : -8.0097, 4 -> 3
b : -7.1893, 4 -> 1
c : 8.7139, 4 -> 1
d : 0.8518, 4 -> 4
a : -9.5660, 5 -> 7
b : -5.3527, 5 -> 5
c : 8.9513, 5 -> 4
d : -3.1321, 5 -> 0
a : -0.2077, 6 -> 5
b : -9.1050, 6 -> 1
c : 0.0081, 6 -> 3
d : 2.2838, 6 -> 5
a : 9.1615, 7 -> 4
b : -4.0490, 7 -> 2
c : 9.3640, 7 -> 2
d : 5.4080, 7 -> 0
c : 0.6324, 0 -> 0
d : 0.4124, 0 -> 0
b : -1.8707, 1 -> 6
d : 1.7898, 1 -> 2
d : -8.5504, 2 -> 5
d : -6.8846, 2 -> 7
d : -5.7681, 3 -> 2
b : -8.4986, 3 -> 0
c : -2.1743, 4 -> 0
a : 6.0385, 4 -> 6
b : -4.3415, 5 -> 1
b : -9.6139, 5 -> 1
d : -9.5512, 6 -> 5
b : 5.0518, 6 -> 3
d : -1.7246, 7 -> 4
c : 8.8998, 7 -> 6
