a : -2.1805, 0 -> 4
b : -0.6595, 0 -> 6
c : -3.3706, 0 -> 3
d : 1.3672, 0 -> 7
a : -1.8921, 1 -> 1
b : 4.2687, 1 -> 4
c : -8.5095, 1 -> 1
d : 7.6571, 1 -> 6
a : 6.0547, 2 -> 7
b : -3.0920, 2 -> 7
c : -6.2283, 2 -> 1
d : -6.6825, 2 -> 7
a : -6.5128, 3 -> 4
b : -8.0992, 3 -> 6
c : -8.7060, 3 -> 3
d : -5.2879, 3 -> 5
a : -4.2167, 4 -> 5
b : 8.6606, 4 -> 6
c : -2.7320, 4 -> 2
d : -9.6340, 4 -> 3
a : 8.0954, 5 -> 3
b : -1.7848, 5 -> 1
c : -7.6561, 5 -> 0
d : -6.2322, 5 -> 3
a : 0.1729, 6 -> 3
b : -9.3000, 6 -> 2
c : -2.6925, 6 -> 6
d : -7.0220, 6 -> 6
a : -9.7205, 7 -> 1
b : 1.9961, 7 -> 1
c : 9.4531, 7 -> 7
d : 0.1522, 7 -> 0
d : -5.9848, 0 -> 3
b : 4.2117, 0 -> 3
d : 9.6956, 1 -> 3
b : -0.9181, 1 -> 0
a : 2.0961, 2 -> 1
b : 6.3683, 2 -> 4
c : -7.7252, 3 -> 7
a : -3.3301, 3 -> 4
a : 7.2788, 4 -> 1
d : 7.8827, 4 -> 4
b : 5.8025, 5 -> 1
a : 9.6246, 5 -> 3
d : -0.8768, 6 -> 1
d : -6.5964, 6 -> 2
d : -4.7187, 7 -> 4
d : -9.6688, 7 -> 6
