a : 5.6814, 0 -> 1
b : 8.3097, 0 -> 1
c : -7.1400, 0 -> 0
d : 7.4829, 0 -> 5
a : -3.8408, 1 -> 1
b : -2.7673, 1 -> 6
c : 8.3774, 1 -> 7
d : 6.9233, 1 -> 7
a : 7.4898, 2 -> 7
b : 6.5916, 2 -> 7
c : 0.8897, 2 -> 3
d : -4.2834, 2 -> 4
a : 9.5817, 3 -> 0
b : -8.1629, 3 -> 7
c : 4.3526, 3 -> 5
d : -3.2386, 3 -> 1
a : -8.4028, 4 -> 6
b : -8.3812, 4 -> 0
c : 4.7244, 4 -> 6
d : 3.2937, 4 -> 0
a : 0.2181, 5 -> 0
b : 3.5881, 5 -> 1
c : 6.8128, 5 -> 6
d : 4.2343, 5 -> 7
a : -6.9661, 6 -> 5
b : -2.4735, 6 -> 4
c : -2.2709, 6 -> 5
d : -8.1610, 6 -> 0
a : 3.5908, 7 -> 2
b : 0.5409, 7 -> 7
c : -0.3366, 7 -> 1
d : 8.7368, 7 -> 3
c : -3.2497, 0 -> 7
c : -3.3134, 0 -> 3
a : -9.2756, 1 -> 3
d : 6.8815, 1 -> 1
c : 6.6519, 2 -> 7
b : -9.1217, 2 -> 3
c : -7.0214, 3 -> 3
c : -1.4636, 3 -> 6
d : -9.3150, 4 -> 7
d : -7.5216, 4 -> 0
d : 5.0074, 5 -> 7
d : -1.2751, 5 -> 0
b : -0.0153, 6 -> 2
c : 3.0871, 6 -> 3
a : 6.0011, 7 -> 5
c : -9.6641, 7 -> 3
