a : -7.1074, 0 -> 2
b : 4.8248, 0 -> 6
c : -4.5230, 0 -> 3
d : -1.0017, 0 -> 6
a : -8.3726, 1 -> 0
b : 7.5686, 1 -> 0
c : 6.1906, 1 -> 4
d : -7.8353, 1 -> 6
a : 2.2955, 2 -> 4
b : 9.8150, 2 -> 7
c : -4.4265, 2 -> 5
d : -8.2524, 2 -> 7
a : -9.2551, 3 -> 6
b : 2.2783, 3 -> 3
c : -7.2407, 3 -> 0
d : 3.3864, 3 -> 7
a : 8.7702, 4 -> 0
b : 7.6419, 4 -> 6
c : 3.3938, 4 -> 3
d : -0.2656, 4 -> 7
a : 4.6857, 5 -> 5
b : 3.6305, 5 -> 0
c : -9.7426, 5 -> 3
d : -2.0337, 5 -> 4
a : 7.4612, 6 -> 7
b : 0.2355, 6 -> 6
c : -0.4976, 6 -> 5
d : 8.1479, 6 -> 5
a : 7.7229, 7 -> 6
b : -0.9353, 7 -> 3
c : -1.7678, 7 -> 3
d : 5.1429, 7 -> 6
d : -3.2228, 0 -> 2
d : 1.5004, 0 -> 4
a : 1.1164, 1 -> 6
b : -0.9803, 1 -> 7
a : -7.9724, 2 -> 2
b : -4.5649, 2 -> 3
a : 9.1221, 3 -> 1
b : -5.1181, 3 -> 0
a : -5.0139, 4 -> 5
b : 6.9939, 4 -> 5
d : 1.6041, 5 -> 6
d : 3.0804, 5 -> 7
c : -5.1931, 6 -> 5
a : -5.2969, 6 -> 5
c : 9.4241, 7 -> 1
c : -9.0650, 7 -> 0
