a : -3.2514, 0 -> 5
b : -4.6108, 0 -> 6
c : 3.7424, 0 -> 1
d : -2.9040, 0 -> 3
a : 7.3023, 1 -> 0
b : 9.6123, 1 -> 5
c : 2.9009, 1 -> 6
d : 3.1321, 1 -> 1
a : -8.9734, 2 -> 3
b : 7.4658, 2 -> 6
c : -8.7503, 2 -> 0
d : 6.7572, 2 -> 0
a : 9.8961, 3 -> 1
b : 2.4388, 3 -> 6
c : 9.8008, 3 -> 2
d : 5.6136, 3 -> 4
a : -0.1963, 4 -> 0
b : 6.7735, 4 -> 7
c : -8.3460, 4 -> 1
d : 6.4319, 4 -> 6
a : 7.3038, 5 -> 5
b : -4.6881, 5 -> 2
c : -7.0913, 5 -> 7
d : 1.4029, 5 -> 5
a : 2.0744, 6 -> 0
b : 6.2935, 6 -> 3
c : -4.0676, 6 -> 0
d : -0.0588, 6 -> 6
a : -1.2384, 7 -> 1
b : -9.8724, 7 -> 0
c : 5.9810, 7 -> 4
d : 9.2215, 7 -> 1
c : 8.5967, 0 -> 2
b : -5.2520, 0 -> 1
d : 1.9029, 1 -> 5
d : -8.8798, 1 -> 2
c : 1.2583, 2 -> 0
d : 8.1369, 2 -> 5
a : -6.5435, 3 -> 3
c : 3.8349, 3 -> 7
b : 1.6996, 4 -> 5
a : 0.8674, 4 -> 5
d : 3.7067, 5 -> 0
b : 4.9076, 5 -> 3
d : 5.4732, 6 -> 3
a : 8.6962, 6 -> 0
b : -9.9739, 7 -> 0
d : -4.8872, 7 -> 7
