a : -1.1937, 0 -> 5
b : -0.8415, 0 -> 3
c : -0.7020, 0 -> 7
d : 2.3213, 0 -> 3
a : -7.0967, 1 -> 3
b : 6.3575, 1 -> 5
c : -9.5402, 1 -> 6
d : -6.7477, 1 -> 3
a : -8.1801, 2 -> 4
b : 7.6464, 2 -> 2
c : -5.5691, 2 -> 5
d : 7.4924, 2 -> 7
a : -5.5957, 3 -> 2
b : 1.7436, 3 -> 1
c : 2.2836, 3 -> 1
d : 9.6927, 3 -> 7
a : 0.1238, 4 -> 2
b : -5.0902, 4 -> 3
c : -6.8195, 4 -> 1
d : -3.6868, 4 -> 2
a : 1.0538, 5 -> 0
b : 8.4046, 5 -> 5
c : -8.1966, 5 -> 2
d : 7.4954, 5 -> 1
a : -7.9403, 6 -> 2
b : 4.1848, 6 -> 0
c : -6.9099, 6 -> 3
d : 4.0800, 6 -> 7
a : -6.8714, 7 -> 4
b : 1.5455, 7 -> 3
c : 5.0144, 7 -> 4
d : -2.7210, 7 -> 4
a : 2.0893, 0 -> 7
b : -4.5788, 0 -> 6
c : -1.1046, 1 -> 4
c : 7.4624, 1 -> 1
c : 2.5444, 2 -> 6
d : -8.8740, 2 -> 1
b : -9.0438, 3 -> 7
a : 1.2504, 3 -> 7
c : -2.6249, 4 -> 6
d : -2.7796, 4 -> 3
b : 7.1095, 5 -> 3
b : 8.0050, 5 -> 4
a : -6.8253, 6 -> 7
b : -2.7506, 6 -> 2
a : -3.1968, 7 -> 2
d : 8.5326, 7 -> 0
