a : 8.2512, 0 -> 1
b : -5.6761, 0 -> 6
c : -0.0565, 0 -> 3
d : 6.6314, 0 -> 1
a : -3.6470, 1 -> 3
b : 1.9937, 1 -> 6
c : 2.5891, 1 -> 1
d : 5.0667, 1 -> 3
a : -3.8581, 2 -> 4
b : -3.7658, 2 -> 6
c : -1.2424, 2 -> 3
d : 7.9796, 2 -> 3
a : -5.4021, 3 -> 2
b : 2.9178, 3 -> 3
c : -0.9902, 3 -> 1
d : 6.3941, 3 -> 1
a : 5.3835, 4 -> 5
b : -6.8434, 4 -> 1
c : 4.5977, 4 -> 4
d : 9.4265, 4 -> 7
a : 6.1388, 5 -> 6
b : 6.9674, 5 -> 0
c : -4.1949, 5 -> 7
d : 3.0237, 5 -> 5
a : 9.3395, 6 -> 4
b : -3.4376, 6 -> 1
c : -8.2487, 6 -> 1
d : 5.6031, 6 -> 4
a : -6.5327, 7 -> 5
b : -5.3211, 7 -> 0
c : -3.1825, 7 -> 1
d : -9.6904, 7 -> 7
d : 6.3367, 0 -> 6
d : 7.3483, 0 -> 0
d : -0.8177, 1 -> 0
a : -9.0764, 1 -> 6
a : -1.7456, 2 -> 4
d : 2.1153, 2 -> 6
c : 8.6999, 3 -> 3
c : -1.0421, 3 -> 7
b : 7.5280, 4 -> 0
a : -9.0399, 4 -> 4
c : -5.1360, 5 -> 2
c : -7.0049, 5 -> 4
b : -0.7894, 6 -> 3
c : -0.8493, 6 -> 0
b : -1.3384, 7 -> 5
c : 4.9161, 7 -> 5
