a : -9.7288, 0 -> 3
b : 5.2321, 0 -> 3
c : -5.2508, 0 -> 0
d : 6.3989, 0 -> 4
a : 7.6298, 1 -> 1
b : 5.9580, 1 -> 4
c : -3.8446, 1 -> 4
d : -0.4989, 1 -> 4
a : -0.1455, 2 -> 3
b : 4.1673, 2 -> 1
c : 2.2101, 2 -> 5
d : -2.1077, 2 -> 3
a : -1.9911, 3 -> 2
b : -7.9522, 3 -> 2
c : -4.5162, 3 -> 3
d : -5.9886, 3 -> 1
a : -2.5899, 4 -> 6
b : 2.0221, 4 -> 3
c : 7.6658, 4 -> 4
d : 1.4737, 4 -> 4
a : 4.2142, 5 -> 6
b : -1.4701, 5 -> 7
c : -9.9598, 5 -> 4
d : 8.0397, 5 -> 2
a : -8.0135, 6 -> 6
b : -3.7245, 6 -> 3
c : 8.1195, 6 -> 3
d : 9.4402, 6 -> 3
a : -5.3243, 7 -> 0
b : -5.6445, 7 -> 5
c : 0.8273, 7 -> 7
d : 2.2295, 7 -> 0
c : 0.0297, 0 -> 3
c : -0.2318, 0 -> 1
a : 7.9826, 1 -> 0
c : 3.6260, 1 -> 1
c : -7.3220, 2 -> 0
d : 7.3837, 2 -> 7
c : 5.1598, 3 -> 6
b : -5.7637, 3 -> 4
d : 4.8508, 4 -> 0
c : -5.9470, 4 -> 2
d : -7.5714, 5 -> 5
d : 5.7915, 5 -> 0
b : 5.9180, 6 -> 7
a : 9.8647, 6 -> 2
d : -9.2668, 7 -> 5
b : 0.7304, 7 -> 4
