a : 6.4258, 0 -> 3
b : -3.2017, 0 -> 2
c : 8.1619, 0 -> 7
d : -6.8084, 0 -> 7
a : -4.9543, 1 -> 0
b : -4.5725, 1 -> 7
c : -7.1561, 1 -> 2
d : 4.8619, 1 -> 6
a : -4.1787, 2 -> 2
b : -4.0047, 2 -> 0
c : 2.6819, 2 -> 7
d : -9.8329, 2 -> 4
a : 4.8357, 3 -> 7
b : 6.6796, 3 -> 6
c : -8.1726, 3 -> 4
d : 6.9312, 3 -> 1
a : 8.6051, 4 -> 5
b : -9.0290, 4 -> 7
c : 4.4982, 4 -> 0
d : -1.7993, 4 -> 4
a : -8.5848, 5 -> 2
b : -0.6802, 5 -> 1
c : -9.1599, 5 -> 3
d : -5.5493, 5 -> 5
a : -4.6430, 6 -> 3
b : 0.6254, 6 -> 3
c : 4.7694, 6 -> 2
d : -6.9055, 6 -> 4
a : -7.8555, 7 -> 5
b : -7.4596, 7 -> 0
c : -4.1665, 7 -> 1
d : 5.2996, 7 -> 7
d : 1.5776, 0 -> 1
b : 4.0728, 0 -> 0
c : -7.7854, 1 -> 2
b : 6.0522, 1 -> 7
c : 7.5319, 2 -> 2
c : -2.7902, 2 -> 0
c : 1.9901, 3 -> 3
d : -8.1621, 3 -> 7
c : 6.7045, 4 -> 0
a : -8.2063, 4 -> 0
d : -7.9865, 5 -> 6
a : -7.7156, 5 -> 3
b : 5.1652, 6 -> 3
a : 8.2633, 6 -> 7
a : 9.6489, 7 -> 3
a : 4.7256, 7 -> 1
