a : -8.9700, 0 -> 4
b : 7.4839, 0 -> 5
c : -4.8959, 0 -> 7
d : 7.0682, 0 -> 7
a : -5.4963, 1 -> 7
b : 0.9905, 1 -> 3
c : -1.3366, 1 -> 3
d : 4.6226, 1 -> 4
a : -6.7617, 2 -> 5
b : -0.8165, 2 -> 2
c : -7.4300, 2 -> 2
d : 9.8677, 2 -> 6
a : 6.0655, 3 -> 2
b : 5.0183, 3 -> 0
c : 0.6097, 3 -> 6
d : -8.4949, 3 -> 4
a : 9.8157, 4 -> 1
b : -7.4250, 4 -> 0
c : 0.7030, 4 -> 2
d : 0.4512, 4 -> 3
a : -2.0111, 5 -> 2
b : 6.7704, 5 -> 0
c : -4.0351, 5 -> 2
d : 0.9890, 5 -> 5
a : -6.4441, 6 -> 2
b : -6.6588, 6 -> 2
c : 1.4483, 6 -> 3
d : 6.1039, 6 -> 1
a : 4.8809, 7 -> 3
b : -6.2687, 7 -> 0
c : -1.5808, 7 -> 6
d : -7.7259, 7 -> 5
a : -3.2456, 0 -> 1
c : -2.4962, 0 -> 3
c : -2.7273, 1 -> 3
b : -8.8135, 1 -> 7
d : 7.2983, 2 -> 2
b : 7.3654, 2 -> 2
d : -0.5185, 3 -> 3
c : -6.4032, 3 -> 5
d : 1.7885, 4 -> 4
b : 3.8187, 4 -> 6
c : 4.4237, 5 -> 2
a : -1.8330, 5 -> 5
a : 4.4759, 6 -> 6
a : -9.6766, 6 -> 2
c : 0.1714, 7 -> 0
d : -4.6627, 7 -> 3
