a : -0.6894, 0 -> 7
b : 5.5745, 0 -> 2
c : 7.1435, 0 -> 2
d : -4.3425, 0 -> 1
a : -4.5117, 1 -> 0
b : -7.4562, 1 -> 1
c : -3.7971, 1 -> 7
d : -3.7577, 1 -> 7
a : 9.6417, 2 -> 3
b : 8.6340, 2 -> 0
c : 7.6778, 2 -> 4
d : -3.7334, 2 -> 3
a : 3.5687, 3 -> 0
b : 5.8433, 3 -> 7
c : -2.9378, 3 -> 1
d : -8.0832, 3 -> 6
a : 9.1768, 4 -> 2
b : -7.9827, 4 -> 1
c : -2.1560, 4 -> 5
d : -1.8543, 4 -> 2
a : -3.4733, 5 -> 3
b : 1.2389, 5 -> 6
c : 8.7111, 5 -> 6
d : -9.4263, 5 -> 7
a : -8.7930, 6 -> 5
b : -6.5233, 6 -> 7
c : 9.6765, 6 -> 1
d : -9.5892, 6 -> 1
a : 0.0845, 7 -> 6
b : -2.9324, 7 -> 3
c : 5.8076, 7 -> 1
d : -8.6173, 7 -> 5
b : -0.8708, 0 -> 4
b : -1.0475, 0 -> 5
a : 4.1087, 1 -> 3
b : -6.0349, 1 -> 1
c : 8.0390, 2 -> 6
d : -1.5564, 2 -> 1
b : 5.9319, 3 -> 1
b : 5.4672, 3 -> 5
c : 2.5970, 4 -> 2
a : -6.2726, 4 -> 4
a : 3.0553, 5 -> 1
b : 6.7371, 5 -> 7
b : -6.0397, 6 -> 5
c : 4.7061, 6 -> 4
b : 5.8656, 7 -> 0
b : 7.5851, 7 -> 5
