a : -1.8309, 0 -> 0
b : 1.3822, 0 -> 1
c : 5.2809, 0 -> 5
d : -4.7133, 0 -> 1
a : -0.3193, 1 -> 7
b : 3.6237, 1 -> 6
c : 6.9964, 1 -> 3
d : 3.0927, 1 -> 5
a : 0.3920, 2 -> 4
b : 2.5951, 2 -> 4
c : 4.1007, 2 -> 3
d : 7.2983, 2 -> 2
a : -5.1492, 3 -> 5
b : -8.7433, 3 -> 3
c : 6.0725, 3 -> 7
d : 7.3424, 3 -> 4
a : 5.7040, 4 -> 4
b : 4.9525, 4 -> 3
c : 8.6155, 4 -> 4
d : 4.4839, 4 -> 5
a : 3.4929, 5 -> 0
b : 6.3802, 5 -> 5
c : -3.7278, 5 -> 1
d : 5.5507, 5 -> 0
a : -0.4649, 6 -> 1
b : -9.5856, 6 -> 4
c : 4.0076, 6 -> 5
d : -1.1372, 6 -> 0
a : 1.0506, 7 -> 5
b : -6.2952, 7 -> 3
c : -7.5336, 7 -> 3
d : -7.8865, 7 -> 0
c : 3.8098, 0 -> 7
b : 7.0656, 0 -> 0
d : 6.5581, 1 -> 5
a : -7.4444, 1 -> 7
c : -5.9726, 2 -> 5
c : -0.1900, 2 -> 4
d : -8.3827, 3 -> 5
b : 1.2827, 3 -> 5
b : 1.2345, 4 -> 7
c : 8.8347, 4 -> 6
c : 0.2756, 5 -> 0
c : -7.2675, 5 -> 2
b : -6.8537, 6 -> 6
c : -8.7798, 6 -> 1
d : 2.1384, 7 -> 3
a : -2.8247, 7 -> 5
