a : 3.5198, 0 -> 0
b : 3.2692, 0 -> 0
a : -3.2401, 1 -> 7
b : 8.4234, 1 -> 0
a : 2.1319, 2 -> 2
b : 6.9976, 2 -> 2
a : 0.1163, 3 -> 0
b : -5.6275, 3 -> 1
a : 4.2556, 4 -> 6
b : -4.8995, 4 -> 2
a : 4.1372, 5 -> 6
b : -6.6426, 5 -> 7
a : 6.3490, 6 -> 7
b : 7.7772, 6 -> 4
a : 5.8677, 7 -> 2
b : -2.3516, 7 -> 0
b : 0.6603, 0 -> 0
b : 9.5599, 1 -> 2
b : -5.5201, 2 -> 6
b : -5.2919, 3 -> 7
b : 6.8943, 4 -> 2
b : -7.6040, 5 -> 0
b : -6.1448, 6 -> 0
a : 2.2411, 7 -> 6
a : 4.7856, 0 -> 6
b : 6.5651, 0 -> 5
a : -2.4452, 4 -> 1
a : 7.9815, 7 -> 3
