a : 9.8328, 0 -> 1
b : 0.3754, 0 -> 3
c : 5.5365, 0 -> 6
d : -2.2575, 0 -> 3
a : 0.0702, 1 -> 3
b : 0.3296, 1 -> 2
c : -5.4153, 1 -> 4
d : -0.3483, 1 -> 7
a : 5.1688, 2 -> 6
b : 2.2159, 2 -> 3
c : -0.2196, 2 -> 2
d : 2.9254, 2 -> 7
a : 7.2929, 3 -> 7
b : -2.3618, 3 -> 0
c : -0.6031, 3 -> 3
d : -7.9988, 3 -> 2
a : 0.3040, 4 -> 1
b : 5.4411, 4 -> 1
c : -0.3406, 4 -> 3
d : 9.0303, 4 -> 1
a : 1.2907, 5 -> 6
b : 8.7271, 5 -> 0
c : -9.3772, 5 -> 5
d : 2.8425, 5 -> 6
a : 0.0143, 6 -> 7
b : 1.5796, 6 -> 6
c : 7.8626, 6 -> 1
d : -4.7566, 6 -> 5
a : -0.7477, 7 -> 1
b : 6.0270, 7 -> 3
c : 2.0551, 7 -> 1
d : -5.3801, 7 -> 1
c : -0.5504, 0 -> 6
c : 2.0115, 0 -> 2
a : 9.3228, 1 -> 5
b : -4.9865, 1 -> 4
d : -7.7373, 2 -> 3
c : 4.1558, 2 -> 2
b : 8.9084, 3 -> 4
b : 0.3567, 3 -> 6
d : 1.3361, 4 -> 2
d : -0.0114, 4 -> 6
c : -5.7781, 5 -> 1
b : 7.8680, 5 -> 2
c : 9.5420, 6 -> 0
a : 9.1190, 6 -> 4
a : -0.5552, 7 -> 1
c : 6.6895, 7 -> 5
