a : -5.9077, 0 -> 0
b : 0.8329, 0 -> 3
c : -2.5787, 0 -> 6
d : -8.6357, 0 -> 1
a : -7.7413, 1 -> 6
b : 1.2607, 1 -> 5
c : 0.0129, 1 -> 4
d : -1.6003, 1 -> 1
a : 7.3073, 2 -> 0
b : -7.1608, 2 -> 1
c : 5.5100, 2 -> 1
d : 8.7106, 2 -> 5
a : -9.4733, 3 -> 1
b : 7.6900, 3 -> 0
c : 0.3530, 3 -> 0
d : 4.3120, 3 -> 5
a : 8.0695, 4 -> 2
b : -2.6883, 4 -> 3
c : 0.9324, 4 -> 2
d : 5.7077, 4 -> 0
a : -7.5592, 5 -> 1
b : 1.0357, 5 -> 2
c : -4.7832, 5 -> 0
d : -8.8992, 5 -> 4
a : -0.8408, 6 -> 2
b : 7.1545, 6 -> 0
c : 8.0019, 6 -> 1
d : -2.2088, 6 -> 4
a : -9.5016, 7 -> 7
b : -9.2792, 7 -> 7
c : 1.9532, 7 -> 6
d : 8.0415, 7 -> 6
b : 0.9966, 0 -> 3
c : -6.2523, 0 -> 1
c : 6.0843, 1 -> 0
b : -0.0303, 1 -> 1
d : -6.2092, 2 -> 1
a : 2.8273, 2 -> 1
c : -7.1585, 3 -> 0
d : -5.0274, 3 -> 5
c : 4.8765, 4 -> 1
c : 0.6464, 4 -> 2
a : -1.5745, 5 -> 2
a : 3.4334, 5 -> 3
a : 7.3606, 6 -> 5
c : -8.7057, 6 -> 1
b : -2.8382, 7 -> 5
d : -4.6345, 7 -> 2
b : -6.7111, 6 -> 7
