a : 6.7602, 0 -> 5
b : 5.1526, 0 -> 3
c : 7.2716, 0 -> 0
d : 1.5961, 0 -> 6
a : 6.3377, 1 -> 6
b : -1.6231, 1 -> 1
c : -5.7745, 1 -> 2
d : 3.1170, 1 -> 3
a : -8.9832, 2 -> 1
b : -7.8751, 2 -> 2
c : 9.9587, 2 -> 6
d : -1.3405, 2 -> 3
a : -1.0420, 3 -> 5
b : -6.0121, 3 -> 7
c : 4.4006, 3 -> 2
d : 9.9811, 3 -> 6
a : -2.5477, 4 -> 6
b : -2.5133, 4 -> 4
c : -1.2139, 4 -> 1
d : -2.4463, 4 -> 1
a : 4.7003, 5 -> 5
b : -2.4201, 5 -> 0
c : 8.1350, 5 -> 7
d : -3.5715, 5 -> 0
a : 4.3747, 6 -> 1
b : 6.7865, 6 -> 2
c : 9.6219, 6 -> 7
d : -5.1574, 6 -> 2
a : -2.9615, 7 -> 3
b : 5.5345, 7 -> 0
c : -0.3152, 7 -> 4
d : 1.8446, 7 -> 7
a : -1.0534, 0 -> 5
b : -5.9294, 0 -> 2
b : 9.9474, 1 -> 4
d : -3.3675, 1 -> 2
b : 0.5700, 2 -> 2
a : 8.6471, 2 -> 3
c : 5.3549, 3 -> 6
b : -2.1789, 3 -> 5
a : -3.0116, 4 -> 2
c : 3.6743, 4 -> 2
a : -3.5032, 5 -> 7
d : -1.1868, 5 -> 2
b : 6.4899, 6 -> 5
a : 3.6945, 6 -> 1
c : -7.8677, 7 -> 1
d : 9.9413, 7 -> 0
