a : 9.1204, 0 -> 6
b : 3.5307, 0 -> 2
c : 7.2217, 0 -> 2
d : -7.4424, 0 -> 3
a : 9.0906, 1 -> 2
b : -4.9822, 1 -> 2
c : 8.8514, 1 -> 5
d : -8.6708, 1 -> 0
a : -9.4322, 2 -> 3
b : -3.4556, 2 -> 6
c : -3.6961, 2 -> 4
d : 6.4665, 2 -> 6
a : 9.9269, 3 -> 7
b : 3.3827, 3 -> 3
c : -6.5767, 3 -> 6
d : 9.5332, 3 -> 0
a : 1.2380, 4 -> 1
b : -9.9500, 4 -> 5
c : -2.2070, 4 -> 7
d : 7.4606, 4 -> 2
a : 3.8374, 5 -> 7
b : 2.5280, 5 -> 7
c : -2.0232, 5 -> 2
d : 3.2392, 5 -> 1
a : -9.0093, 6 -> 2
b : 7.4172, 6 -> 0
c : 8.7691, 6 -> 5
d : 7.6481, 6 -> 7
a : 0.9039, 7 -> 1
b : -6.8769, 7 -> 5
c : 5.1331, 7 -> 6
d : 2.3550, 7 -> 1
b : 6.8403, 0 -> 3
b : -2.0513, 0 -> 1
b : 2.5094, 1 -> 0
b : 5.3942, 1 -> 0
c : -1.0285, 2 -> 1
a : -9.4114, 2 -> 4
d : -3.9115, 3 -> 2
b : 6.6458, 3 -> 3
a : -7.4203, 4 -> 3
d : 2.8670, 4 -> 6
d : -1.9387, 5 -> 5
a : 8.4226, 5 -> 7
c : 9.0932, 6 -> 4
d : 6.6203, 6 -> 1
c : 8.4190, 7 -> 6
d : -2.9426, 7 -> 4
