a : -3.1486, 0 -> 3
b : 3.0969, 0 -> 6
c : 4.2512, 0 -> 5
d : -9.3390, 0 -> 7
a : 5.3611, 1 -> 0
b : -5.7345, 1 -> 5
c : 4.7775, 1 -> 6
d : 7.7598, 1 -> 2
a : 4.6832, 2 -> 3
b : 7.1925, 2 -> 2
c : -4.3524, 2 -> 2
d : -4.9038, 2 -> 7
a : -7.2111, 3 -> 5
b : -9.0084, 3 -> 7
c : 9.1336, 3 -> 6
d : -3.2177, 3 -> 0
a : -9.3620, 4 -> 3
b : 1.2198, 4 -> 7
c : 5.0989, 4 -> 1
d : -8.7618, 4 -> 2
a : -4.6395, 5 -> 4
b : 1.7006, 5 -> 0
c : 4.1469, 5 -> 6
d : 7.4252, 5 -> 7
a : -5.2682, 6 -> 4
b : -1.2579, 6 -> 4
c : 8.3199, 6 -> 3
d : -6.7177, 6 -> 7
a : -2.8820, 7 -> 4
b : -8.3127, 7 -> 3
c : -7.2984, 7 -> 2
d : -5.2501, 7 -> 7
b : -6.3011, 0 -> 0
b : 1.9866, 0 -> 7
a : -5.2146, 1 -> 0
a : 1.6724, 1 -> 0
b : 7.3847, 2 -> 3
d : -4.3081, 2 -> 1
d : 8.4807, 3 -> 5
c : 1.0605, 3 -> 4
d : -2.3294, 4 -> 4
b : -4.0068, 4 -> 4
b : 8.0305, 5 -> 6
d : -9.4599, 5 -> 7
a : 6.5760, 6 -> 1
b : -5.2116, 6 -> 2
d : -2.2580, 7 -> 0
b : -7.7327, 7 -> 1
