a : -9.8853, 0 -> 2
b : 7.5572, 0 -> 0
c : -8.9484, 0 -> 6
d : -2.4373, 0 -> 0
a : -0.8614, 1 -> 5
b : -2.1414, 1 -> 6
c : 8.3576, 1 -> 6
d : 7.0820, 1 -> 0
a : -9.3164, 2 -> 3
b : -7.0125, 2 -> 7
c : 9.9059, 2 -> 6
d : -9.9876, 2 -> 4
a : 3.5567, 3 -> 0
b : -2.4574, 3 -> 3
c : 3.5784, 3 -> 0
d : -8.5670, 3 -> 0
a : -4.9775, 4 -> 0
b : 3.0739, 4 -> 3
c : -8.8241, 4 -> 7
d : -3.0104, 4 -> 6
a : -9.4471, 5 -> 1
b : -2.7124, 5 -> 5
c : 0.4690, 5 -> 6
d : 9.3635, 5 -> 1
a : -0.8557, 6 -> 4
b : 2.2958, 6 -> 6
c : -8.2925, 6 -> 5
d : 9.5216, 6 -> 1
a : 5.6465, 7 -> 1
b : -0.9243, 7 -> 3
c : -2.9626, 7 -> 3
d : 3.8938, 7 -> 2
c : -8.7390, 0 -> 3
d : 9.4452, 0 -> 5
c : 4.1465, 1 -> 7
d : -4.8641, 1 -> 1
b : -0.1718, 2 -> 5
b : 8.0155, 2 -> 6
a : 7.7986, 3 -> 7
d : 2.8754, 3 -> 1
a : -2.7854, 4 -> 0
a : 7.6415, 4 -> 3
b : -3.5309, 5 -> 3
a : -8.9035, 5 -> 7
b : -2.8448, 6 -> 0
c : -3.1694, 6 -> 3
a : -7.9911, 7 -> 3
d : -8.8236, 7 -> 3
