a : -1.8756, 0 -> 3
b : 8.3272, 0 -> 1
c : 1.9604, 0 -> 1
d : -2.3331, 0 -> 1
a : -4.2447, 1 -> 3
b : 4.8150, 1 -> 1
c : 6.1688, 1 -> 4
d : 3.7058, 1 -> 2
a : -7.8368, 2 -> 7
b : 8.4792, 2 -> 2
c : 0.6400, 2 -> 3
d : -2.6036, 2 -> 4
a : 6.8532, 3 -> 5
b : 4.5798, 3 -> 4
c : 7.0647, 3 -> 4
d : 5.6523, 3 -> 0
a : 0.7786, 4 -> 1
b : -1.8085, 4 -> 5
c : 3.4094, 4 -> 1
d : -9.2600, 4 -> 2
a : 9.7080, 5 -> 5
b : 9.8582, 5 -> 2
c : 1.6943, 5 -> 4
d : -9.5160, 5 -> 6
a : -8.9294, 6 -> 1
b : -5.0762, 6 -> 2
c : 3.9674, 6 -> 6
d : -7.2079, 6 -> 0
a : 3.0124, 7 -> 0
b : -1.1704, 7 -> 4
c : 7.4905, 7 -> 6
d : -7.2368, 7 -> 2
d : 2.4080, 0 -> 3
b : -2.4022, 0 -> 7
a : -0.2889, 1 -> 6
b : 6.4103, 1 -> 4
c : -1.8148, 2 -> 7
d : 9.7199, 2 -> 0
b : -4.3977, 3 -> 2
a : -8.0316, 3 -> 1
a : -3.9560, 4 -> 3
a : 0.7898, 4 -> 4
c : 5.0652, 5 -> 5
b : -8.6686, 5 -> 5
c : 7.8153, 6 -> 2
c : -2.0895, 6 -> 0
d : 3.0423, 7 -> 4
b : 5.9475, 7 -> 6
