a : -8.7692, 0 -> 5
b : 5.1950, 0 -> 7
c : -2.0731, 0 -> 5
d : 8.2213, 0 -> 6
a : -6.4710, 1 -> 1
b : 1.7254, 1 -> 4
c : 3.2294, 1 -> 4
d : -1.1312, 1 -> 2
a : -9.5997, 2 -> 5
b : -0.4684, 2 -> 5
c : 6.2894, 2 -> 4
d : 6.2934, 2 -> 5
a : 1.2678, 3 -> 3
b : -1.6422, 3 -> 0
c : -9.6913, 3 -> 5
d : 7.2093, 3 -> 0
a : -8.8890, 4 -> 6
b : 7.6858, 4 -> 0
c : -7.1468, 4 -> 5
d : -6.9059, 4 -> 7
a : 8.9146, 5 -> 6
b : -2.6723, 5 -> 2
c : -2.8021, 5 -> 5
d : -0.4371, 5 -> 7
a : 5.2677, 6 -> 1
b : -8.3177, 6 -> 2
c : -5.0075, 6 -> 7
d : -7.8200, 6 -> 2
a : 6.9476, 7 -> 5
b : -6.9785, 7 -> 1
c : 0.8410, 7 -> 6
d : 0.0037, 7 -> 2
b : -6.8699, 0 -> 1
c : -7.2235, 0 -> 4
b : 2.2890, 1 -> 4
b : -3.1654, 1 -> 2
b : -4.7107, 2 -> 2
a : 5.3806, 2 -> 2
a : -8.7297, 3 -> 6
d : -6.7445, 3 -> 2
c : -5.2327, 4 -> 0
b : -8.8590, 4 -> 7
d : 2.5194, 5 -> 5
b : 3.4372, 5 -> 7
a : -2.2586, 6 -> 5
a : -2.8346, 6 -> 5
c : 6.5383, 7 -> 6
b : -4.1310, 7 -> 5
d : 5.1177, 1 -> 3
