a : -1.5694, 0 -> 4
b : -9.2676, 0 -> 4
c : 2.9300, 0 -> 3
d : -2.5891, 0 -> 2
a : -9.0616, 1 -> 3
b : -5.1509, 1 -> 1
c : 7.6620, 1 -> 4
d : 4.3026, 1 -> 3
a : 8.8644, 2 -> 6
b : 6.3543, 2 -> 6
c : -2.2014, 2 -> 7
d : -4.6403, 2 -> 3
a : 9.1887, 3 -> 5
b : -5.8329, 3 -> 5
c : -2.5543, 3 -> 1
d : -8.8061, 3 -> 3
a : 7.1109, 4 -> 7
b : 7.4352, 4 -> 0
c : 4.8226, 4 -> 4
d : 0.9172, 4 -> 1
a : 9.5360, 5 -> 2
b : 8.7031, 5 -> 6
c : 5.9668, 5 -> 0
d : 5.8707, 5 -> 7
a : -7.3409, 6 -> 7
b : -2.2347, 6 -> 4
c : 2.9235, 6 -> 5
d : -9.9924, 6 -> 3
a : -0.9589, 7 -> 0
b : 1.0839, 7 -> 3
c : -4.3319, 7 -> 6
d : 9.1329, 7 -> 7
d : 2.9137, 0 -> 2
d : -3.4968, 0 -> 0
b : 0.4435, 1 -> 5
d : 1.9365, 1 -> 2
d : 8.4985, 2 -> 4
a : -4.5604, 2 -> 1
c : -5.7293, 3 -> 4
a : 3.1709, 3 -> 5
a : 9.1172, 4 -> 4
c : 9.1646, 4 -> 7
d : -5.4989, 5 -> 6
b : 0.8131, 5 -> 0
d : -1.3002, 6 -> 0
c : -8.5314, 6 -> 4
c : 7.0119, 7 -> 5
a : -0.1659, 7 -> 6
