a : 2.0402, 0 -> 5
b : 3.1267, 0 -> 4
c : -4.4790, 0 -> 6
d : -3.7472, 0 -> 1
a : -7.4798, 1 -> 6
b : 5.0518, 1 -> 5
c : -8.3432, 1 -> 3
d : 0.2367, 1 -> 2
a : -3.5053, 2 -> 3
b : -0.6612, 2 -> 3
c : 0.6711, 2 -> 3
d : -5.7753, 2 -> 0
a : 0.0751, 3 -> 4
b : 5.8704, 3 -> 4
c : 5.6880, 3 -> 3
d : -1.1285, 3 -> 7
a : -2.1787, 4 -> 1
b : 3.4832, 4 -> 7
c : -6.4668, 4 -> 7
d : -1.9949, 4 -> 2
a : -3.8168, 5 -> 6
b : -7.5590, 5 -> 4
c : -1.9825, 5 -> 5
d : 1.5546, 5 -> 4
a : -5.8399, 6 -> 2
b : 6.7667, 6 -> 6
c : -8.8850, 6 -> 6
d : -5.2702, 6 -> 2
a : -4.9264, 7 -> 2
b : 6.1876, 7 -> 4
c : 4.7762, 7 -> 6
d : 0.4404, 7 -> 2
a : 1.2776, 0 -> 7
d : -8.9074, 0 -> 0
b : 4.5577, 1 -> 3
c : 0.9046, 1 -> 3
d : -7.8167, 2 -> 3
a : 6.7275, 2 -> 6
c : -4.0800, 3 -> 2
d : 2.3616, 3 -> 2
d : -5.1267, 4 -> 2
a : -5.7153, 4 -> 0
d : -4.5170, 5 -> 4
d : -3.5404, 5 -> 4
c : -0.0592, 6 -> 6
c : -5.9574, 6 -> 1
d : 8.0848, 7 -> 4
b : -7.6919, 7 -> 0
