a : 7.2742, 0 -> 3
b : 6.8827, 0 -> 5
c : 0.8602, 0 -> 5
d : -8.3344, 0 -> 5
a : 0.7789, 1 -> 4
b : -4.8388, 1 -> 2
c : 3.1258, 1 -> 6
d : 6.6146, 1 -> 3
a : -2.5281, 2 -> 3
b : 9.6889, 2 -> 7
c : 5.2324, 2 -> 3
d : 0.1883, 2 -> 4
a : -1.0068, 3 -> 5
b : 0.1386, 3 -> 2
c : 8.6197, 3 -> 3
d : 7.1320, 3 -> 3
a : 6.9698, 4 -> 3
b : -7.8182, 4 -> 2
c : -5.1165, 4 -> 1
d : 0.1694, 4 -> 2
a : 4.7582, 5 -> 3
b : -5.8400, 5 -> 0
c : -1.3909, 5 -> 6
d : -1.2433, 5 -> 7
a : -2.6180, 6 -> 2
b : -8.8034, 6 -> 4
c : -6.1584, 6 -> 1
d : 7.8732, 6 -> 2
a : -7.5268, 7 -> 4
b : 2.8513, 7 -> 6
c : 4.3334, 7 -> 1
d : 1.5331, 7 -> 5
c : -2.1141, 0 -> 5
a : -8.9869, 0 -> 5
c : -5.2893, 1 -> 5
a : 9.2172, 1 -> 5
a : 9.9491, 2 -> 1
d : 4.2134, 2 -> 0
a : -2.8564, 3 -> 5
b : 7.9891, 3 -> 2
c : 0.3207, 4 -> 6
d : -2.3415, 4 -> 2
b : 5.0525, 5 -> 4
b : 3.0199, 5 -> 3
c : 7.8476, 6 -> 4
b : -8.3659, 6 -> 0
c : 1.4601, 7 -> 7
a : -6.2247, 7 -> 7
