a : 0.2992, 0 -> 5
b : -3.3180, 0 -> 7
c : 7.5623, 0 -> 1
d : -0.6917, 0 -> 4
a : -6.7130, 1 -> 1
b : -6.3412, 1 -> 5
c : 9.1488, 1 -> 1
d : 4.5275, 1 -> 0
a : 5.2421, 2 -> 3
b : -6.6764, 2 -> 7
c : 4.4763, 2 -> 3
d : -3.3226, 2 -> 6
a : 6.4202, 3 -> 1
b : -4.3091, 3 -> 3
c : -7.3112, 3 -> 3
d : -7.7686, 3 -> 2
a : -2.0736, 4 -> 1
b : 4.6285, 4 -> 7
c : -0.2520, 4 -> 5
d : 8.7730, 4 -> 3
a : -1.8768, 5 -> 3
b : -9.7855, 5 -> 4
c : -0.7267, 5 -> 6
d : -9.4358, 5 -> 0
a : 2.7406, 6 -> 7
b : -0.5441, 6 -> 7
c : 0.5623, 6 -> 2
d : -2.0739, 6 -> 5
a : -4.5262, 7 -> 4
b : 8.0381, 7 -> 6
c : 0.5677, 7 -> 5
d : -4.6716, 7 -> 3
d : -1.6671, 0 -> 4
c : -8.6871, 0 -> 0
b : 2.9556, 1 -> 2
d : -0.8782, 1 -> 7
d : 7.5309, 2 -> 5
a : -8.9731, 2 -> 3
b : -3.0901, 3 -> 1
a : 4.1649, 3 -> 3
b : 6.3138, 4 -> 1
c : 8.7290, 4 -> 5
d : 5.4408, 5 -> 0
a : 2.5933, 5 -> 4
b : 4.3416, 6 -> 2
a : 5.3469, 6 -> 1
b : 1.7310, 7 -> 2
c : 9.9589, 7 -> 4
