a : -3.9561, 0 -> 0
b : 0.8647, 0 -> 3
c : -0.4275, 0 -> 3
d : -8.4507, 0 -> 2
a : -5.5694, 1 -> 1
b : -9.6228, 1 -> 3
c : 9.3424, 1 -> 3
d : 0.0946, 1 -> 4
a : 5.4035, 2 -> 0
b : 9.6250, 2 -> 6
c : 4.3407, 2 -> 6
d : -3.8685, 2 -> 2
a : 6.1724, 3 -> 3
b : -3.7804, 3 -> 1
c : -9.9267, 3 -> 3
d : -9.5912, 3 -> 4
a : 4.2550, 4 -> 1
b : 9.0620, 4 -> 7
c : 5.8823, 4 -> 0
d : -2.9136, 4 -> 4
a : -7.7092, 5 -> 2
b : 9.2196, 5 -> 2
c : 4.6030, 5 -> 2
d : 3.3774, 5 -> 4
a : 8.4816, 6 -> 1
b : 4.3813, 6 -> 3
c : -6.8873, 6 -> 3
d : -8.0199, 6 -> 0
a : -0.1329, 7 -> 7
b : -8.7957, 7 -> 2
c : 1.8448, 7 -> 1
d : -0.6164, 7 -> 5
b : 6.9881, 0 -> 0
d : -3.0063, 0 -> 6
c : 7.2484, 1 -> 7
c : 5.8155, 1 -> 5
d : -3.6257, 2 -> 5
d : -4.4188, 2 -> 0
a : 3.5007, 3 -> 7
b : -7.0638, 3 -> 0
c : 6.6866, 4 -> 7
d : 7.2801, 4 -> 4
a : 0.4249, 5 -> 4
b : 5.3844, 5 -> 2
d : -3.6872, 6 -> 0
b : -1.5174, 6 -> 7
a : -3.6229, 7 -> 7
a : -2.2664, 7 -> 7
