a : -4.3634, 0 -> 2
b : 1.7507, 0 -> 5
c : -5.3075, 0 -> 4
d : -1.0913, 0 -> 4
a : -6.8040, 1 -> 0
b : 1.1324, 1 -> 6
c : -6.2447, 1 -> 6
d : -3.0942, 1 -> 4
a : 3.0408, 2 -> 5
b : -8.7286, 2 -> 3
c : 0.2714, 2 -> 3
d : 2.8652, 2 -> 3
a : -8.3668, 3 -> 7
b : -4.0953, 3 -> 0
c : -3.1729, 3 -> 4
d : -2.2737, 3 -> 5
a : -3.7641, 4 -> 7
b : -7.3519, 4 -> 2
c : -7.6874, 4 -> 4
d : -4.4493, 4 -> 6
a : 3.5714, 5 -> 3
b : -3.1052, 5 -> 4
c : -3.3039, 5 -> 6
d : -1.2945, 5 -> 5
a : 0.5492, 6 -> 1
b : -8.1728, 6 -> 6
c : 8.8848, 6 -> 7
d : 0.1132, 6 -> 3
a : 6.1123, 7 -> 7
b : -8.4133, 7 -> 6
c : 3.1173, 7 -> 6
d : 3.3801, 7 -> 4
c : 1.0236, 0 -> 1
d : -2.6261, 0 -> 7
a : 8.2890, 1 -> 3
b : 9.4880, 1 -> 4
b : 4.8903, 2 -> 0
d : -4.3703, 2 -> 2
d : 8.9131, 3 -> 6
d : 5.1268, 3 -> 1
c : -8.6791, 4 -> 7
d : -7.7731, 4 -> 3
c : -2.7124, 5 -> 6
b : 7.7618, 5 -> 6
a : 8.9020, 6 -> 0
c : -6.5134, 6 -> 1
a : -4.2949, 7 -> 6
a : 6.9442, 7 -> 1
