a : 8.6646, 0 -> 2
b : -8.3585, 0 -> 0
a : 0.6037, 1 -> 0
b : -9.0082, 1 -> 4
a : 3.2944, 2 -> 2
b : 9.4882, 2 -> 4
a : -8.4455, 3 -> 3
b : -2.8025, 3 -> 7
a : -6.5045, 4 -> 4
b : 5.4676, 4 -> 7
a : 5.4522, 5 -> 3
b : -2.2009, 5 -> 5
a : -7.3031, 6 -> 2
b : 2.9309, 6 -> 2
a : 8.5696, 7 -> 2
b : -2.7367, 7 -> 1
a : -8.5837, 0 -> 3
b : 5.8458, 1 -> 4
a : 8.8447, 2 -> 0
a : 6.0959, 3 -> 4
b : -3.6956, 4 -> 0
b : 5.0751, 5 -> 2
b : 9.1285, 6 -> 2
a : 5.7848, 7 -> 3
a : -5.2313, 0 -> 5
b : -9.9412, 4 -> 6
