a : 7.8422, 0 -> 6
b : -1.9973, 0 -> 2
c : -8.9081, 0 -> 0
d : 6.2524, 0 -> 1
a : 7.2465, 1 -> 2
b : -3.7486, 1 -> 5
c : 0.0900, 1 -> 1
d : -1.5414, 1 -> 2
a : -9.6748, 2 -> 3
b : 7.8606, 2 -> 7
c : -4.7847, 2 -> 2
d : 5.4979, 2 -> 3
a : -9.9052, 3 -> 3
b : 1.9185, 3 -> 7
c : -9.5452, 3 -> 7
d : -0.6362, 3 -> 1
a : -8.5876, 4 -> 7
b : -5.8358, 4 -> 6
c : -3.9618, 4 -> 7
d : 1.0341, 4 -> 2
a : -1.7452, 5 -> 0
b : 2.1071, 5 -> 6
c : 6.3360, 5 -> 1
d : 5.4634, 5 -> 2
a : -4.5662, 6 -> 3
b : 5.5857, 6 -> 4
c : -7.0669, 6 -> 6
d : 1.3764, 6 -> 3
a : -8.9893, 7 -> 0
b : -4.5822, 7 -> 0
c : 3.5408, 7 -> 2
d : -4.2460, 7 -> 7
d : -4.4844, 0 -> 1
a : 3.9692, 0 -> 4
a : -9.3619, 1 -> 1
b : 0.2129, 1 -> 0
b : 7.1256, 2 -> 6
c : 9.8463, 2 -> 2
b : 9.4685, 3 -> 0
b : 1.4569, 3 -> 3
c : -0.2871, 4 -> 6
d : 2.6179, 4 -> 2
d : -0.4823, 5 -> 1
a : 4.2528, 5 -> 6
b : -3.8674, 6 -> 3
c : 8.7896, 6 -> 6
d : 6.1699, 7 -> 1
c : -5.1044, 7 -> 7
