a : 1.3185, 0 -> 5
b : -3.5083, 0 -> 6
c : 7.1118, 0 -> 1
d : -9.2745, 0 -> 0
a : 4.1731, 1 -> 3
b : 4.1426, 1 -> 7
c : 4.8959, 1 -> 6
d : 8.8207, 1 -> 4
a : 1.4719, 2 -> 4
b : -2.6429, 2 -> 2
c : 2.6265, 2 -> 1
d : -7.7053, 2 -> 0
a : 0.7950, 3 -> 3
b : -7.6146, 3 -> 6
c : 5.8505, 3 -> 3
d : 6.0633, 3 -> 5
a : 3.1107, 4 -> 0
b : -1.8615, 4 -> 4
c : 1.8438, 4 -> 3
d : -9.6149, 4 -> 0
a : 5.6498, 5 -> 1
b : 9.5485, 5 -> 2
c : -9.6145, 5 -> 0
d : -3.1469, 5 -> 1
a : -7.4057, 6 -> 7
b : -6.2511, 6 -> 5
c : 6.1235, 6 -> 2
d : 4.2126, 6 -> 5
a : 7.3217, 7 -> 5
b : 0.5072, 7 -> 0
c : 6.6977, 7 -> 0
d : 0.0217, 7 -> 7
a : 5.6080, 0 -> 0
b : 8.0593, 0 -> 2
b : -1.8606, 1 -> 0
a : -6.2656, 1 -> 5
c : 9.0830, 2 -> 6
a : 1.0761, 2 -> 4
a : -0.9035, 3 -> 6
b : 0.7818, 3 -> 7
d : -5.7517, 4 -> 2
a : -8.7399, 4 -> 1
a : -7.4327, 5 -> 6
b : 5.1991, 5 -> 7
c : -2.5889, 6 -> 7
b : 9.5973, 6 -> 5
d : 2.9211, 7 -> 7
c : -3.5488, 7 -> 3
