a : -7.6010, 0 -> 6
b : -6.1861, 0 -> 0
c : 9.4008, 0 -> 7
d : 8.5669, 0 -> 5
a : 7.4055, 1 -> 1
b : 0.5531, 1 -> 6
c : -2.6613, 1 -> 6
d : 7.6087, 1 -> 7
a : -5.5662, 2 -> 5
b : 3.3159, 2 -> 0
c : -2.2289, 2 -> 5
d : 9.4389, 2 -> 3
a : 9.1695, 3 -> 7
b : 1.9667, 3 -> 1
c : 0.6058, 3 -> 3
d : 6.5728, 3 -> 2
a : 1.2778, 4 -> 2
b : 3.2167, 4 -> 0
c : 9.7417, 4 -> 7
d : -5.6612, 4 -> 3
a : -3.7675, 5 -> 7
b : -6.6742, 5 -> 5
c : 7.0923, 5 -> 4
d : -6.4954, 5 -> 2
a : 0.9715, 6 -> 3
b : 7.0992, 6 -> 2
c : -1.0248, 6 -> 5
d : -2.2292, 6 -> 7
a : 9.6877, 7 -> 2
b : -0.8503, 7 -> 6
c : 9.9978, 7 -> 2
d : -5.7180, 7 -> 4
a : 0.1725, 0 -> 3
a : 1.9752, 0 -> 1
c : 2.8135, 1 -> 4
b : 2.5686, 1 -> 1
b : 7.4599, 2 -> 7
c : 4.0927, 2 -> 0
c : -8.4722, 3 -> 6
a : -7.0474, 3 -> 1
c : 8.5089, 4 -> 4
b : -0.8093, 4 -> 4
a : 7.5578, 5 -> 2
c : -1.0639, 5 -> 5
d : 6.2130, 6 -> 2
b : -6.2034, 6 -> 2
d : -0.1924, 7 -> 1
d : -6.7099, 7 -> 2
