a : 7.1451, 0 -> 1
b : 0.8277, 0 -> 2
c : 6.3240, 0 -> 5
d : 3.6065, 0 -> 4
a : -9.8188, 1 -> 6
b : 3.6807, 1 -> 6
c : -2.5528, 1 -> 2
d : -3.5512, 1 -> 5
a : -4.7174, 2 -> 0
b : 4.2276, 2 -> 6
c : 1.1161, 2 -> 2
d : 3.2643, 2 -> 5
a : 6.1406, 3 -> 0
b : -9.5092, 3 -> 5
c : 4.6594, 3 -> 0
d : 7.0560, 3 -> 5
a : 4.1652, 4 -> 6
b : -2.0236, 4 -> 1
c : 8.2120, 4 -> 3
d : 3.4778, 4 -> 1
a : -6.4408, 5 -> 1
b : 9.7715, 5 -> 0
c : 0.4401, 5 -> 1
d : -2.6689, 5 -> 0
a : -2.5335, 6 -> 5
b : -6.2962, 6 -> 7
c : 3.2275, 6 -> 0
d : -8.0758, 6 -> 0
a : 0.7602, 7 -> 4
b : 8.4222, 7 -> 1
c : -3.6873, 7 -> 0
d : -8.7749, 7 -> 3
b : 3.6990, 0 -> 7
c : -6.2570, 0 -> 1
a : 7.8509, 1 -> 1
d : 7.2213, 1 -> 1
c : -4.7557, 2 -> 0
d : -3.8342, 2 -> 0
d : 8.9542, 3 -> 7
d : 9.6914, 3 -> 1
c : -0.9483, 4 -> 4
a : 0.9526, 4 -> 5
c : -7.6018, 5 -> 0
a : 0.6933, 5 -> 2
b : 0.5435, 6 -> 1
d : -7.2572, 6 -> 7
d : 2.6724, 7 -> 1
c : -4.1336, 7 -> 0
