a : -0.2139, 0 -> 6
b : -5.5411, 0 -> 6
c : -7.2485, 0 -> 1
d : -3.2979, 0 -> 5
a : -5.3135, 1 -> 4
b : 1.5372, 1 -> 2
c : -2.3422, 1 -> 6
d : -3.7598, 1 -> 2
a : -4.2007, 2 -> 5
b : 8.2197, 2 -> 0
c : 4.6779, 2 -> 1
d : 8.9565, 2 -> 1
a : -7.0635, 3 -> 4
b : 7.7990, 3 -> 5
c : 2.8810, 3 -> 1
d : -2.2260, 3 -> 2
a : 9.0852, 4 -> 3
b : -0.8596, 4 -> 6
c : -6.8710, 4 -> 1
d : -3.1760, 4 -> 1
a : -1.8216, 5 -> 6
b : -6.2712, 5 -> 6
c : 6.1917, 5 -> 4
d : 4.7305, 5 -> 1
a : -5.2165, 6 -> 3
b : 3.0231, 6 -> 4
c : 4.5607, 6 -> 1
d : 0.6512, 6 -> 7
a : 1.6678, 7 -> 4
b : 7.3150, 7 -> 0
c : 0.7851, 7 -> 1
d : -2.7365, 7 -> 5
c : -4.9750, 0 -> 6
c : -6.1102, 0 -> 1
a : 5.6367, 1 -> 4
a : 1.0410, 1 -> 4
a : -4.4986, 2 -> 0
c : 5.2991, 2 -> 1
c : -5.7892, 3 -> 6
c : -2.5230, 3 -> 4
c : -5.5335, 4 -> 1
a : 5.3528, 4 -> 0
d : -2.3166, 5 -> 0
d : 2.7760, 5 -> 1
b : 0.5985, 6 -> 6
c : 6.1685, 6 -> 3
c : -7.3924, 7 -> 7
d : -1.7256, 7 -> 4
