a : 0.3595, 0 -> 2
b : 4.7792, 0 -> 1
c : -2.1891, 0 -> 4
d : -3.8892, 0 -> 4
a : 9.1581, 1 -> 2
b : -3.2216, 1 -> 7
c : 0.5995, 1 -> 0
d : -4.7902, 1 -> 2
a : -3.0889, 2 -> 0
b : 8.9126, 2 -> 7
c : 3.8507, 2 -> 5
d : 3.0336, 2 -> 4
a : 3.4516, 3 -> 0
b : -8.1949, 3 -> 3
c : 5.3997, 3 -> 5
d : 1.8899, 3 -> 0
a : -5.1328, 4 -> 5
b : -9.9606, 4 -> 6
c : 2.7030, 4 -> 7
d : -4.0999, 4 -> 1
a : 3.8782, 5 -> 0
b : -7.2232, 5 -> 6
c : -2.5048, 5 -> 0
d : 4.5326, 5 -> 4
a : -0.0466, 6 -> 0
b : 3.4609, 6 -> 0
c : 4.3529, 6 -> 5
d : -4.8726, 6 -> 7
a : -1.7887, 7 -> 7
b : -6.9687, 7 -> 0
c : 3.1404, 7 -> 2
d : 9.8639, 7 -> 7
c : -6.7813, 0 -> 5
a : 5.8490, 0 -> 2
d : -8.1831, 1 -> 5
c : 5.0300, 1 -> 5
a : -2.0791, 2 -> 6
b : 9.4358, 2 -> 4
a : 2.2166, 3 -> 7
b : 9.4418, 3 -> 1
a : 3.6662, 4 -> 7
c : 7.6727, 4 -> 6
a : -5.9218, 5 -> 4
c : 0.5260, 5 -> 3
b : -4.2534, 6 -> 5
d : 3.0065, 6 -> 1
d : -7.6894, 7 -> 3
d : 3.5775, 7 -> 4
