a : -8.1749, 0 -> 2
b : 3.1932, 0 -> 2
c : -3.6752, 0 -> 7
d : 2.2315, 0 -> 3
a : 7.0461, 1 -> 0
b : 5.1319, 1 -> 5
c : 9.8627, 1 -> 1
d : 4.9989, 1 -> 2
a : 2.2129, 2 -> 2
b : -2.3002, 2 -> 6
c : 2.4005, 2 -> 7
d : -1.8438, 2 -> 2
a : -3.5100, 3 -> 2
b : -0.5865, 3 -> 5
c : 8.5034, 3 -> 0
d : 7.9362, 3 -> 1
a : 1.2909, 4 -> 2
b : -2.9245, 4 -> 3
c : 6.4034, 4 -> 0
d : -3.6624, 4 -> 0
a : 2.1216, 5 -> 2
b : -1.7014, 5 -> 2
c : -4.0171, 5 -> 5
d : 6.6251, 5 -> 1
a : -3.9936, 6 -> 1
b : -6.2483, 6 -> 5
c : 4.3764, 6 -> 2
d : -0.1752, 6 -> 6
a : 0.1129, 7 -> 6
b : 3.5059, 7 -> 4
c : 6.9055, 7 -> 3
d : 3.2014, 7 -> 3
d : -0.0159, 0 -> 3
a : 5.0375, 0 -> 6
d : -4.6989, 1 -> 0
d : -8.6058, 1 -> 1
d : 3.8760, 2 -> 6
d : -0.3933, 2 -> 0
a : 5.7815, 3 -> 7
b : -5.0758, 3 -> 5
c : -7.9044, 4 -> 5
c : 2.4819, 4 -> 6
a : 2.5732, 5 -> 1
b : -1.8570, 5 -> 1
a : 7.9809, 6 -> 0
a : 9.7737, 6 -> 1
d : -9.1935, 7 -> 6
b : -5.6306, 7 -> 3
