a : -4.5488, 0 -> 5
b : 1.7034, 0 -> 0
c : 2.3546, 0 -> 4
d : -7.2384, 0 -> 0
a : -8.5196, 1 -> 4
b : 7.5643, 1 -> 4
c : -2.2942, 1 -> 4
d : 6.7124, 1 -> 4
a : -7.9434, 2 -> 3
b : -1.8666, 2 -> 1
c : 0.4014, 2 -> 7
d : -2.9162, 2 -> 0
a : 9.8124, 3 -> 3
b : -5.9142, 3 -> 2
c : -2.6939, 3 -> 4
d : -7.4832, 3 -> 0
a : 2.6251, 4 -> 6
b : 9.6718, 4 -> 0
c : -9.2673, 4 -> 4
d : -8.6261, 4 -> 3
a : 9.8312, 5 -> 6
b : -3.6047, 5 -> 1
c : -6.4538, 5 -> 1
d : -0.2170, 5 -> 0
a : 0.6921, 6 -> 1
b : -1.2463, 6 -> 6
c : 8.4681, 6 -> 0
d : -4.3554, 6 -> 6
a : -0.4235, 7 -> 1
b : 7.7404, 7 -> 4
c : -3.3389, 7 -> 0
d : -1.2163, 7 -> 2
a : -4.1418, 0 -> 2
b : -8.7000, 0 -> 7
c : 5.2334, 1 -> 4
c : -8.9669, 1 -> 4
b : 1.3543, 2 -> 2
c : -6.9079, 2 -> 6
d : 7.3869, 3 -> 5
b : 8.8634, 3 -> 3
c : 8.7063, 4 -> 4
c : 0.1850, 4 -> 1
a : -3.4178, 5 -> 4
a : 5.6384, 5 -> 3
c : 2.7036, 6 -> 2
d : 9.4530, 6 -> 5
c : -2.7815, 7 -> 6
d : 7.4478, 7 -> 6
