a : 4.8824, 0 -> 6
b : -4.8964, 0 -> 3
c : 3.1709, 0 -> 1
d : 8.3536, 0 -> 3
a : 1.4107, 1 -> 7
b : -1.6062, 1 -> 2
c : -0.0037, 1 -> 4
d : -5.6070, 1 -> 1
a : -3.9460, 2 -> 6
b : -9.4837, 2 -> 6
c : 4.1032, 2 -> 2
d : -6.3551, 2 -> 7
a : -9.8163, 3 -> 1
b : 6.3319, 3 -> 6
c : -4.2225, 3 -> 7
d : 8.7890, 3 -> 3
a : 8.7587, 4 -> 4
b : 0.3526, 4 -> 4
c : -2.2612, 4 -> 7
d : 8.1944, 4 -> 1
a : -3.4964, 5 -> 0
b : 5.1444, 5 -> 4
c : -6.4635, 5 -> 7
d : -1.3795, 5 -> 6
a : -7.7401, 6 -> 3
b : -0.8420, 6 -> 1
c : 8.7812, 6 -> 4
d : 4.7208, 6 -> 1
a : -8.2766, 7 -> 7
b : 4.6521, 7 -> 2
c : -0.5101, 7 -> 4
d : -4.4154, 7 -> 2
a : -2.7858, 0 -> 0
d : -9.0317, 0 -> 5
d : -1.9737, 1 -> 0
b : 1.1131, 1 -> 6
c : 5.5073, 2 -> 1
c : 3.9077, 2 -> 5
b : -0.0782, 3 -> 5
b : -3.3338, 3 -> 2
a : -5.8413, 4 -> 5
b : 1.5331, 4 -> 7
c : -6.0950, 5 -> 7
b : -5.8565, 5 -> 2
a : -2.9400, 6 -> 0
d : -0.4009, 6 -> 6
d : -3.6989, 7 -> 3
d : 5.7226, 7 -> 5
