a : 0.8906, 0 -> 4
b : 2.5063, 0 -> 0
c : 8.6075, 0 -> 0
d : -4.5677, 0 -> 3
a : -7.0843, 1 -> 1
b : -8.7862, 1 -> 3
c : -7.5396, 1 -> 5
d : 1.2232, 1 -> 4
a : -4.3897, 2 -> 0
b : -7.3698, 2 -> 0
c : 2.1356, 2 -> 1
d : -7.0087, 2 -> 3
a : 9.6582, 3 -> 7
b : -4.5050, 3 -> 4
c : 8.6077, 3 -> 2
d : -1.8516, 3 -> 4
a : 5.8088, 4 -> 6
b : 0.7254, 4 -> 2
c : 5.8328, 4 -> 4
d : 5.2597, 4 -> 5
a : -9.5586, 5 -> 4
b : 2.7382, 5 -> 1
c : 4.7894, 5 -> 7
d : -6.9712, 5 -> 2
a : -5.5170, 6 -> 2
b : 9.7815, 6 -> 3
c : -9.1391, 6 -> 7
d : 1.0238, 6 -> 7
a : 5.8810, 7 -> 0
b : -3.9782, 7 -> 2
c : -0.2472, 7 -> 5
d : -0.6647, 7 -> 2
a : 7.1143, 0 -> 1
a : 4.3633, 0 -> 6
c : -7.0869, 1 -> 6
b : 3.3289, 1 -> 5
c : 0.4429, 2 -> 3
b : -4.2301, 2 -> 3
d : 6.2727, 3 -> 6
b : -5.5599, 3 -> 6
b : -8.2235, 4 -> 2
c : 6.6945, 4 -> 5
c : 1.1869, 5 -> 5
a : -3.2450, 5 -> 4
d : -6.4519, 6 -> 6
c : 2.0985, 6 -> 5
d : 5.7518, 7 -> 6
a : -1.0529, 7 -> 7
