a : 8.9359, 0 -> 7
b : -7.8148, 0 -> 0
a : 9.2820, 1 -> 6
b : 6.8766, 1 -> 4
a : 3.6773, 2 -> 4
b : -3.4123, 2 -> 7
a : 2.7081, 3 -> 3
b : 7.2566, 3 -> 7
a : 9.4277, 4 -> 2
b : 5.8645, 4 -> 3
a : 6.5029, 5 -> 6
b : -0.2417, 5 -> 6
a : 4.4461, 6 -> 7
b : -6.1491, 6 -> 3
a : -9.8560, 7 -> 7
b : 4.7838, 7 -> 0
b : -7.0283, 0 -> 3
a : -5.6654, 1 -> 2
b : -4.6739, 2 -> 3
b : -8.4002, 3 -> 4
a : -4.6391, 4 -> 2
a : -8.7826, 5 -> 5
b : -1.7303, 6 -> 2
a : 5.4927, 7 -> 0
a : 4.9886, 3 -> 5
a : -7.2307, 2 -> 1
