a : 2.8972, 0 -> 5
b : -3.2164, 0 -> 2
c : -0.3848, 0 -> 1
d : -5.4016, 0 -> 1
a : 0.7831, 1 -> 6
b : 3.8826, 1 -> 7
c : -7.7858, 1 -> 6
d : 6.4316, 1 -> 5
a : 9.8226, 2 -> 3
b : -0.0587, 2 -> 0
c : 6.9306, 2 -> 1
d : -7.4585, 2 -> 1
a : -8.7241, 3 -> 5
b : -6.3392, 3 -> 3
c : -9.7121, 3 -> 3
d : -9.7984, 3 -> 4
a : -8.7978, 4 -> 4
b : -0.5250, 4 -> 3
c : -1.3764, 4 -> 5
d : -1.5564, 4 -> 4
a : 8.4751, 5 -> 1
b : -3.9726, 5 -> 1
c : -9.1922, 5 -> 0
d : -1.8650, 5 -> 5
a : -8.3109, 6 -> 6
b : 8.1958, 6 -> 7
c : 5.7753, 6 -> 3
d : 5.1848, 6 -> 4
a : 5.9921, 7 -> 6
b : 9.5974, 7 -> 6
c : -9.7823, 7 -> 6
d : 2.9144, 7 -> 6
c : -0.3474, 0 -> 0
d : 9.3889, 0 -> 3
d : -7.8587, 1 -> 1
b : 4.7336, 1 -> 6
d : -6.6126, 2 -> 0
d : -7.9852, 2 -> 2
d : -8.1823, 3 -> 0
c : 9.2460, 3 -> 0
d : 7.0078, 4 -> 1
d : 5.6758, 4 -> 5
b : 8.6847, 5 -> 7
b : -4.1277, 5 -> 0
a : 4.5400, 6 -> 4
c : -4.7120, 6 -> 6
d : -8.8204, 7 -> 2
a : 5.0204, 7 -> 1
