a : -5.3750, 0 -> 2
b : 8.5094, 0 -> 7
c : -1.8363, 0 -> 4
d : -1.7578, 0 -> 7
a : 0.1423, 1 -> 3
b : 5.2782, 1 -> 6
c : -4.3869, 1 -> 5
d : -1.1990, 1 -> 7
a : 1.1466, 2 -> 7
b : -2.5545, 2 -> 2
c : 6.7782, 2 -> 0
d : -5.8227, 2 -> 5
a : 8.7674, 3 -> 7
b : -9.5864, 3 -> 1
c : -9.3548, 3 -> 0
d : -2.7901, 3 -> 2
a : -3.9917, 4 -> 0
b : 0.7627, 4 -> 5
c : -9.0770, 4 -> 6
d : -8.1330, 4 -> 4
a : 8.8184, 5 -> 6
b : 4.7598, 5 -> 6
c : -3.3274, 5 -> 3
d : 0.1250, 5 -> 1
a : -0.0850, 6 -> 6
b : -7.7749, 6 -> 4
c : -8.7059, 6 -> 4
d : -4.8641, 6 -> 7
a : 9.1401, 7 -> 0
b : 4.6147, 7 -> 5
c : -3.2965, 7 -> 0
d : -4.3371, 7 -> 4
b : 6.6606, 0 -> 3
a : -0.9608, 0 -> 5
c : -1.0462, 1 -> 7
c : -1.4768, 1 -> 3
b : -5.0753, 2 -> 6
a : -1.6912, 2 -> 5
c : -5.3862, 3 -> 2
b : -5.7945, 3 -> 5
a : 1.0260, 4 -> 4
c : 0.1367, 4 -> 2
c : -5.0474, 5 -> 6
c : 5.0211, 5 -> 7
d : -2.5822, 6 -> 6
c : 2.6295, 6 -> 1
c : -3.0577, 7 -> 6
a : 8.5616, 7 -> 4
