a : 0.9498, 0 -> 0
b : -5.2239, 0 -> 1
c : -3.6144, 0 -> 6
d : -5.6638, 0 -> 6
a : -9.9088, 1 -> 6
b : 6.7742, 1 -> 1
c : -7.4803, 1 -> 3
d : -7.6359, 1 -> 1
a : 4.6024, 2 -> 5
b : -9.2174, 2 -> 6
c : 3.8374, 2 -> 1
d : -8.0646, 2 -> 6
a : 1.7099, 3 -> 5
b : -6.8367, 3 -> 6
c : -1.4477, 3 -> 3
d : -5.6933, 3 -> 0
a : 2.7768, 4 -> 7
b : -9.7495, 4 -> 5
c : -5.4978, 4 -> 4
d : -9.8271, 4 -> 6
a : 4.6460, 5 -> 5
b : 1.6128, 5 -> 7
c : -4.4998, 5 -> 1
d : -0.9854, 5 -> 0
a : 4.3125, 6 -> 3
b : 9.8496, 6 -> 4
c : 3.2853, 6 -> 3
d : 0.2260, 6 -> 4
a : -9.1294, 7 -> 5
b : 1.1559, 7 -> 5
c : 1.2052, 7 -> 1
d : 3.4600, 7 -> 4
a : -9.3975, 0 -> 6
b : 2.1134, 0 -> 7
c : -4.5213, 1 -> 3
c : 7.5968, 1 -> 0
a : 1.7370, 2 -> 4
b : 0.0178, 2 -> 0
c : -7.0746, 3 -> 5
b : 6.8501, 3 -> 2
b : -1.3412, 4 -> 6
d : -3.8702, 4 -> 4
c : -5.5529, 5 -> 5
b : -4.0199, 5 -> 2
a : 2.7373, 6 -> 5
d : -5.7131, 6 -> 5
c : -0.9700, 7 -> 3
d : 7.8801, 7 -> 6
