a : 7.3642, 0 -> 0
b : -5.9382, 0 -> 7
c : 7.1324, 0 -> 7
d : 4.0514, 0 -> 4
a : -8.8729, 1 -> 1
b : 6.5860, 1 -> 0
c : 7.0576, 1 -> 3
d : 0.2623, 1 -> 1
a : -6.7429, 2 -> 1
b : 6.4202, 2 -> 0
c : 5.8147, 2 -> 3
d : -8.4852, 2 -> 6
a : 9.8110, 3 -> 4
b : -3.1283, 3 -> 4
c : -9.4402, 3 -> 3
d : -0.8117, 3 -> 2
a : 0.4853, 4 -> 7
b : -0.3225, 4 -> 6
c : 4.7420, 4 -> 2
d : 6.3922, 4 -> 0
a : -3.8064, 5 -> 0
b : 0.1501, 5 -> 7
c : -0.1152, 5 -> 0
d : -5.8368, 5 -> 1
a : 4.4863, 6 -> 4
b : 2.8766, 6 -> 0
c : 2.9384, 6 -> 3
d : -8.7170, 6 -> 4
a : -9.4441, 7 -> 1
b : 1.9340, 7 -> 3
c : 8.8105, 7 -> 1
d : 7.1129, 7 -> 3
b : -2.8618, 0 -> 7
d : -9.9489, 0 -> 5
b : -3.6386, 1 -> 1
c : -8.5380, 1 -> 2
a : -8.6774, 2 -> 0
d : 5.3745, 2 -> 6
a : -5.4204, 3 -> 2
c : 5.4603, 3 -> 2
d : -6.1043, 4 -> 6
c : -1.7428, 4 -> 4
c : -0.4166, 5 -> 6
a : -2.3894, 5 -> 4
a : -9.5652, 6 -> 7
d : -1.6151, 6 -> 5
b : 5.1031, 7 -> 3
c : -1.9691, 7 -> 6
