a : 8.4178, 0 -> 3
b : 4.0534, 0 -> 1
c : -8.7493, 0 -> 7
d : -8.3711, 0 -> 7
a : -4.0728, 1 -> 4
b : 2.7123, 1 -> 7
c : 4.3495, 1 -> 4
d : -7.9170, 1 -> 5
a : -0.1505, 2 -> 4
b : -9.3487, 2 -> 2
c : -2.1499, 2 -> 0
d : -9.2546, 2 -> 6
a : -7.0678, 3 -> 0
b : 0.7845, 3 -> 2
c : -6.6373, 3 -> 1
d : -4.2619, 3 -> 1
a : -4.4289, 4 -> 7
b : -8.6036, 4 -> 0
c : -2.7637, 4 -> 0
d : 5.9324, 4 -> 2
a : 7.7519, 5 -> 3
b : 1.7923, 5 -> 7
c : 4.6214, 5 -> 6
d : -5.3186, 5 -> 2
a : -2.5671, 6 -> 7
b : 0.7757, 6 -> 7
c : -8.3637, 6 -> 0
d : 5.5969, 6 -> 3
a : 5.8972, 7 -> 6
b : -4.7376, 7 -> 3
c : 2.4496, 7 -> 0
d : -0.1432, 7 -> 7
b : 7.7762, 0 -> 2
a : -2.2915, 0 -> 4
b : 7.7565, 1 -> 4
b : 3.0704, 1 -> 7
c : 7.1010, 2 -> 3
a : 6.9784, 2 -> 4
c : -8.9487, 3 -> 2
a : 7.0706, 3 -> 4
c : -0.7888, 4 -> 3
b : -2.7335, 4 -> 3
c : -2.9308, 5 -> 3
d : 9.3787, 5 -> 5
b : -4.1517, 6 -> 4
a : -9.0981, 6 -> 6
b : -0.2815, 7 -> 3
b : 5.7642, 7 -> 6
