a : -8.9191, 0 -> 0
b : 4.6935, 0 -> 0
c : -4.2666, 0 -> 7
d : -8.9242, 0 -> 2
a : 7.5540, 1 -> 1
b : -7.3636, 1 -> 4
c : -4.1532, 1 -> 2
d : -8.8124, 1 -> 1
a : 5.2118, 2 -> 1
b : 0.0820, 2 -> 4
c : 8.2816, 2 -> 2
d : -8.4645, 2 -> 3
a : 5.5340, 3 -> 3
b : 8.0399, 3 -> 3
c : 1.2556, 3 -> 1
d : 7.3712, 3 -> 3
a : 8.9900, 4 -> 5
b : -1.4892, 4 -> 1
c : -5.9176, 4 -> 4
d : -6.6653, 4 -> 3
a : -4.3686, 5 -> 6
b : 1.9302, 5 -> 0
c : -8.7950, 5 -> 7
d : 3.2536, 5 -> 7
a : 3.5138, 6 -> 3
b : 9.3124, 6 -> 0
c : -4.5366, 6 -> 5
d : 7.7689, 6 -> 7
a : 7.2374, 7 -> 5
b : 3.6936, 7 -> 1
c : 7.6344, 7 -> 2
d : -1.5620, 7 -> 7
d : 5.6934, 0 -> 3
c : -0.9489, 0 -> 0
a : 9.3397, 1 -> 1
b : -2.3206, 1 -> 1
c : 6.0124, 2 -> 1
d : 7.1549, 2 -> 1
c : -6.1837, 3 -> 5
b : -5.7684, 3 -> 2
d : -8.6963, 4 -> 3
a : 6.2847, 4 -> 2
a : 2.6603, 5 -> 0
d : 8.0944, 5 -> 0
a : 5.7493, 6 -> 7
c : 7.5332, 6 -> 2
d : 5.7808, 7 -> 1
b : 8.0748, 7 -> 7
