a : 1.1641, 0 -> 2
b : -7.4050, 0 -> 4
c : 5.1712, 0 -> 3
d : -0.5417, 0 -> 0
a : -4.7766, 1 -> 1
b : 2.2952, 1 -> 3
c : 9.4382, 1 -> 5
d : -1.6316, 1 -> 2
a : -4.6005, 2 -> 0
b : 2.1492, 2 -> 2
c : -0.6559, 2 -> 1
d : 3.4008, 2 -> 1
a : 1.2668, 3 -> 7
b : 1.2518, 3 -> 0
c : 0.2299, 3 -> 5
d : -3.4003, 3 -> 6
a : -7.4432, 4 -> 2
b : -4.6815, 4 -> 5
c : -4.4925, 4 -> 1
d : -2.4516, 4 -> 0
a : -6.8499, 5 -> 6
b : 8.6986, 5 -> 2
c : -7.1862, 5 -> 5
d : 9.2439, 5 -> 4
a : -9.6943, 6 -> 7
b : -4.4020, 6 -> 0
c : 5.6127, 6 -> 0
d : 8.3036, 6 -> 5
a : -7.8413, 7 -> 0
b : 2.7181, 7 -> 1
c : -2.7878, 7 -> 3
d : 2.1902, 7 -> 1
b : 3.4978, 0 -> 0
c : 7.4121, 0 -> 3
b : 9.5296, 1 -> 5
d : 1.6477, 1 -> 3
a : 2.4757, 2 -> 7
c : -2.0578, 2 -> 0
a : -4.9685, 3 -> 4
b : -3.5927, 3 -> 4
b : 3.1590, 4 -> 1
a : -2.3093, 4 -> 3
d : -8.7343, 5 -> 1
d : 7.2294, 5 -> 0
a : 1.6148, 6 -> 4
a : 5.4675, 6 -> 5
b : 4.0201, 7 -> 0
b : -4.1869, 7 -> 0
